Drug	Indication	drug_name	drug_id	ind_name	ind_id	sem_type	TrialStatus	status	phase	DetailedStatus
"<a href=""http://www.drugbank.ca/drugs/DB03904"" target=""_blank"">Urea (DBID: DB03904)</a>"	Contact Dermatitis (CUI: C0011616)	Urea	DB03904	Contact Dermatitis	C0011616	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB03904"" target=""_blank"">Urea (DBID: DB03904)</a>"	Scurfiness of scalp (CUI: C0423775)	Urea	DB03904	Scurfiness of scalp	C0423775	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB03904"" target=""_blank"">Urea (DBID: DB03904)</a>"	Seborrheic dermatitis (CUI: C0036508)	Urea	DB03904	Seborrheic dermatitis	C0036508	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB03904"" target=""_blank"">Urea (DBID: DB03904)</a>"	Tinea Versicolor (CUI: C0040262)	Urea	DB03904	Tinea Versicolor	C0040262	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04398"" target=""_blank"">Lactic Acid (DBID: DB04398)</a>"	Pruritus (CUI: C0033774)	Lactic Acid	DB04398	Pruritus	C0033774	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04465"" target=""_blank"">Lactose (DBID: DB04465)</a>"	Lactose Intolerance (CUI: C0022951)	Lactose	DB04465	Lactose Intolerance	C0022951	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04571"" target=""_blank"">Trioxsalen (DBID: DB04571)</a>"	Photosensitivity of skin (CUI: C0349506)	Trioxsalen	DB04571	Photosensitivity of skin	C0349506	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04571"" target=""_blank"">Trioxsalen (DBID: DB04571)</a>"	Vitiligo (CUI: C0042900)	Trioxsalen	DB04571	Vitiligo	C0042900	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Hodgkin Disease (CUI: C0019829)	Thiotepa	DB04572	Hodgkin Disease	C0019829	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Pleural Effusion, Malignant (CUI: C0080032)	Thiotepa	DB04572	Pleural Effusion, Malignant	C0080032	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Malignant neoplasm of ovary (CUI: C1140680)	Thiotepa	DB04572	Malignant neoplasm of ovary	C1140680	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Lymphoma, Non-Hodgkin (CUI: C0024305)	Thiotepa	DB04572	Lymphoma, Non-Hodgkin	C0024305	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Malignant epithelial neoplasm of female breast (CUI: C3163805)	Thiotepa	DB04572	Malignant epithelial neoplasm of female breast	C3163805	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Malignant ascites (CUI: C0220656)	Thiotepa	DB04572	Malignant ascites	C0220656	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Malignant pericardial effusion (CUI: C0220655)	Thiotepa	DB04572	Malignant pericardial effusion	C0220655	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04572"" target=""_blank"">Thiotepa (DBID: DB04572)</a>"	Malignant neoplasm of urinary bladder (CUI: C0005684)	Thiotepa	DB04572	Malignant neoplasm of urinary bladder	C0005684	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04574"" target=""_blank"">Estrone sulfate (DBID: DB04574)</a>"	Atrophic Vaginitis (CUI: C0221392)	Estrone sulfate	DB04574	Atrophic Vaginitis	C0221392	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04575"" target=""_blank"">Quinestrol (DBID: DB04575)</a>"	Female hypogonadism syndrome (CUI: C0271578)	Quinestrol	DB04575	Female hypogonadism syndrome	C0271578	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04575"" target=""_blank"">Quinestrol (DBID: DB04575)</a>"	Hot flushes (CUI: C0600142)	Quinestrol	DB04575	Hot flushes	C0600142	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04575"" target=""_blank"">Quinestrol (DBID: DB04575)</a>"	Atrophic Vaginitis (CUI: C0221392)	Quinestrol	DB04575	Atrophic Vaginitis	C0221392	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04786"" target=""_blank"">Suramin (DBID: DB04786)</a>"	African Trypanosomiasis (CUI: C0041228)	Suramin	DB04786	African Trypanosomiasis	C0041228	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Coughing (CUI: C0010200)	Clofedanol	DB04837	Coughing	C0010200	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Common Cold (CUI: C0009443)	Clofedanol	DB04837	Common Cold	C0009443	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Allergic rhinitis (disorder) (CUI: C2607914)	Clofedanol	DB04837	Allergic rhinitis (disorder)	C2607914	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Rhinitis, Vasomotor (CUI: C0035460)	Clofedanol	DB04837	Rhinitis, Vasomotor	C0035460	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Rhinorrhea (CUI: C1260880)	Clofedanol	DB04837	Rhinorrhea	C1260880	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Nasal congestion (finding) (CUI: C0027424)	Clofedanol	DB04837	Nasal congestion (finding)	C0027424	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04837"" target=""_blank"">Clofedanol (DBID: DB04837)</a>"	Rhinitis (CUI: C0035455)	Clofedanol	DB04837	Rhinitis	C0035455	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04842"" target=""_blank"">Fluspirilene (DBID: DB04842)</a>"	Schizophrenia (CUI: C0036341)	Fluspirilene	DB04842	Schizophrenia	C0036341	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04843"" target=""_blank"">Mepenzolate (DBID: DB04843)</a>"	Gastric ulcer (CUI: C0038358)	Mepenzolate	DB04843	Gastric ulcer	C0038358	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04843"" target=""_blank"">Mepenzolate (DBID: DB04843)</a>"	Peptic Ulcer (CUI: C0030920)	Mepenzolate	DB04843	Peptic Ulcer	C0030920	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04845"" target=""_blank"">Ixabepilone (DBID: DB04845)</a>"	Breast Carcinoma (CUI: C0678222)	Ixabepilone	DB04845	Breast Carcinoma	C0678222	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04845"" target=""_blank"">Ixabepilone (DBID: DB04845)</a>"	Carcinoma breast stage IV (CUI: C0278488)	Ixabepilone	DB04845	Carcinoma breast stage IV	C0278488	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04846"" target=""_blank"">Celiprolol (DBID: DB04846)</a>"	Hypertensive disease (CUI: C0020538)	Celiprolol	DB04846	Hypertensive disease	C0020538	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04854"" target=""_blank"">Febuxostat (DBID: DB04854)</a>"	Hyperuricemia (CUI: C0740394)	Febuxostat	DB04854	Hyperuricemia	C0740394	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04855"" target=""_blank"">Dronedarone (DBID: DB04855)</a>"	Paroxysmal atrial fibrillation (CUI: C0235480)	Dronedarone	DB04855	Paroxysmal atrial fibrillation	C0235480	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04861"" target=""_blank"">Nebivolol (DBID: DB04861)</a>"	Hypertensive disease (CUI: C0020538)	Nebivolol	DB04861	Hypertensive disease	C0020538	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04865"" target=""_blank"">Homoharringtonine (DBID: DB04865)</a>"	Myeloid Leukemia, Chronic (CUI: C0023473)	Homoharringtonine	DB04865	Myeloid Leukemia, Chronic	C0023473	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04868"" target=""_blank"">Nilotinib (DBID: DB04868)</a>"	Leukemia, Myeloid, Accelerated Phase (CUI: C0023472)	Nilotinib	DB04868	Leukemia, Myeloid, Accelerated Phase	C0023472	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04868"" target=""_blank"">Nilotinib (DBID: DB04868)</a>"	Philadelphia chromosome positive chronic myelogenous leukemia (CUI: C0279543)	Nilotinib	DB04868	Philadelphia chromosome positive chronic myelogenous leukemia	C0279543	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04868"" target=""_blank"">Nilotinib (DBID: DB04868)</a>"	Leukemia, Myeloid, Chronic-Phase (CUI: C0023474)	Nilotinib	DB04868	Leukemia, Myeloid, Chronic-Phase	C0023474	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04871"" target=""_blank"">Lorcaserin (DBID: DB04871)</a>"	Obesity (CUI: C0028754)	Lorcaserin	DB04871	Obesity	C0028754	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04876"" target=""_blank"">Vildagliptin (DBID: DB04876)</a>"	Diabetes Mellitus, Non-Insulin-Dependent (CUI: C0011860)	Vildagliptin	DB04876	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04878"" target=""_blank"">Voglibose (DBID: DB04878)</a>"	Gaucher Disease (CUI: C0017205)	Voglibose	DB04878	Gaucher Disease	C0017205	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04878"" target=""_blank"">Voglibose (DBID: DB04878)</a>"	Diabetes Mellitus, Non-Insulin-Dependent (CUI: C0011860)	Voglibose	DB04878	Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04890"" target=""_blank"">Bepotastine (DBID: DB04890)</a>"	Allergic Conjunctivitis (CUI: C0009766)	Bepotastine	DB04890	Allergic Conjunctivitis	C0009766	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04895"" target=""_blank"">Pegaptanib (DBID: DB04895)</a>"	Exudative age-related macular degeneration (CUI: C0271084)	Pegaptanib	DB04895	Exudative age-related macular degeneration	C0271084	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04896"" target=""_blank"">Milnacipran (DBID: DB04896)</a>"	Fibromyalgia (CUI: C0016053)	Milnacipran	DB04896	Fibromyalgia	C0016053	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04897"" target=""_blank"">Lucinactant (DBID: DB04897)</a>"	Respiratory Distress Syndrome, Newborn (CUI: C0035220)	Lucinactant	DB04897	Respiratory Distress Syndrome, Newborn	C0035220	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04899"" target=""_blank"">Nesiritide (DBID: DB04899)</a>"	Decompensated chronic heart failure (CUI: C1827266)	Nesiritide	DB04899	Decompensated chronic heart failure	C1827266	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04899"" target=""_blank"">Nesiritide (DBID: DB04899)</a>"	Decompensated cardiac failure (CUI: C0581377)	Nesiritide	DB04899	Decompensated cardiac failure	C0581377	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04908"" target=""_blank"">Flibanserin (DBID: DB04908)</a>"	Hypoactive Sexual Desire Disorder (CUI: C0020594)	Flibanserin	DB04908	Hypoactive Sexual Desire Disorder	C0020594	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04911"" target=""_blank"">Oritavancin (DBID: DB04911)</a>"	Skin Diseases, Bacterial (CUI: C0162627)	Oritavancin	DB04911	Skin Diseases, Bacterial	C0162627	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04911"" target=""_blank"">Oritavancin (DBID: DB04911)</a>"	Staphylococcal Skin Infections (CUI: C0038166)	Oritavancin	DB04911	Staphylococcal Skin Infections	C0038166	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04911"" target=""_blank"">Oritavancin (DBID: DB04911)</a>"	Streptococcal infection of skin (CUI: C1274355)	Oritavancin	DB04911	Streptococcal infection of skin	C1274355	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04920"" target=""_blank"">Clevidipine (DBID: DB04920)</a>"	Hypertensive disease (CUI: C0020538)	Clevidipine	DB04920	Hypertensive disease	C0020538	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04930"" target=""_blank"">Permethrin (DBID: DB04930)</a>"	Scabies <infestation> (CUI: C0036262)	Permethrin	DB04930	Scabies <infestation>	C0036262	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04930"" target=""_blank"">Permethrin (DBID: DB04930)</a>"	Pediculus capitis infestation (CUI: C0030757)	Permethrin	DB04930	Pediculus capitis infestation	C0030757	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04930"" target=""_blank"">Permethrin (DBID: DB04930)</a>"	Infestation by Phthirus pubis (CUI: C0030759)	Permethrin	DB04930	Infestation by Phthirus pubis	C0030759	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04930"" target=""_blank"">Permethrin (DBID: DB04930)</a>"	Body louse infestation (CUI: C0030758)	Permethrin	DB04930	Body louse infestation	C0030758	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04931"" target=""_blank"">Afamelanotide (DBID: DB04931)</a>"	Erythropoietic Protoporphyria (CUI: C0162568)	Afamelanotide	DB04931	Erythropoietic Protoporphyria	C0162568	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04932"" target=""_blank"">Defibrotide (DBID: DB04932)</a>"	Hepatic Veno-Occlusive Disease (CUI: C0019156)	Defibrotide	DB04932	Hepatic Veno-Occlusive Disease	C0019156	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04938"" target=""_blank"">Ospemifene (DBID: DB04938)</a>"	Dyspareunia (CUI: C1384606)	Ospemifene	DB04938	Dyspareunia	C1384606	Finding	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04941"" target=""_blank"">Crofelemer (DBID: DB04941)</a>"	Non-infective diarrhea (CUI: C0267436)	Crofelemer	DB04941	Non-infective diarrhea	C0267436	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04942"" target=""_blank"">Tamibarotene (DBID: DB04942)</a>"	Acute Promyelocytic Leukemia (CUI: C0023487)	Tamibarotene	DB04942	Acute Promyelocytic Leukemia	C0023487	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04946"" target=""_blank"">Iloperidone (DBID: DB04946)</a>"	Schizophrenia (CUI: C0036341)	Iloperidone	DB04946	Schizophrenia	C0036341	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB04948"" target=""_blank"">Lofexidine (DBID: DB04948)</a>"	Opioid withdrawal (CUI: C0029104)	Lofexidine	DB04948	Opioid withdrawal	C0029104	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05013"" target=""_blank"">Ingenol Mebutate (DBID: DB05013)</a>"	Actinic keratosis (CUI: C0022602)	Ingenol Mebutate	DB05013	Actinic keratosis	C0022602	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05015"" target=""_blank"">Belinostat (DBID: DB05015)</a>"	Peripheral T-Cell Lymphoma (CUI: C0079774)	Belinostat	DB05015	Peripheral T-Cell Lymphoma	C0079774	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05016"" target=""_blank"">Ataluren (DBID: DB05016)</a>"	Muscular Dystrophy, Duchenne (CUI: C0013264)	Ataluren	DB05016	Muscular Dystrophy, Duchenne	C0013264	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05109"" target=""_blank"">Trabectedin (DBID: DB05109)</a>"	Malignant neoplasm of ovary (CUI: C1140680)	Trabectedin	DB05109	Malignant neoplasm of ovary	C1140680	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05109"" target=""_blank"">Trabectedin (DBID: DB05109)</a>"	liposarcoma (CUI: C0023827)	Trabectedin	DB05109	liposarcoma	C0023827	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05109"" target=""_blank"">Trabectedin (DBID: DB05109)</a>"	leiomyosarcoma (CUI: C0023269)	Trabectedin	DB05109	leiomyosarcoma	C0023269	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05239"" target=""_blank"">Cobimetinib (DBID: DB05239)</a>"	Malignant melanoma, metastatic (CUI: C0860594)	Cobimetinib	DB05239	Malignant melanoma, metastatic	C0860594	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05245"" target=""_blank"">Silver sulfadiazine (DBID: DB05245)</a>"	Skin Ulcer (CUI: C0037299)	Silver sulfadiazine	DB05245	Skin Ulcer	C0037299	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05246"" target=""_blank"">Methsuximide (DBID: DB05246)</a>"	Absence Epilepsy (CUI: C0014553)	Methsuximide	DB05246	Absence Epilepsy	C0014553	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05246"" target=""_blank"">Methsuximide (DBID: DB05246)</a>"	Epilepsy (CUI: C0014544)	Methsuximide	DB05246	Epilepsy	C0014544	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05259"" target=""_blank"">Glatiramer Acetate (DBID: DB05259)</a>"	Multiple Sclerosis (CUI: C0026769)	Glatiramer Acetate	DB05259	Multiple Sclerosis	C0026769	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05265"" target=""_blank"">Ecabet (DBID: DB05265)</a>"	Peptic Ulcer (CUI: C0030920)	Ecabet	DB05265	Peptic Ulcer	C0030920	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05266"" target=""_blank"">Ibudilast (DBID: DB05266)</a>"	Asthma (CUI: C0004096)	Ibudilast	DB05266	Asthma	C0004096	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05271"" target=""_blank"">Rotigotine (DBID: DB05271)</a>"	Restless Legs Syndrome (CUI: C0035258)	Rotigotine	DB05271	Restless Legs Syndrome	C0035258	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05271"" target=""_blank"">Rotigotine (DBID: DB05271)</a>"	Parkinson Disease (CUI: C0030567)	Rotigotine	DB05271	Parkinson Disease	C0030567	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05294"" target=""_blank"">Vandetanib (DBID: DB05294)</a>"	Malignant epithelial neoplasm of thyroid (CUI: C3163939)	Vandetanib	DB05294	Malignant epithelial neoplasm of thyroid	C3163939	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05311"" target=""_blank"">Ecallantide (DBID: DB05311)</a>"	Angioedemas, Hereditary (CUI: C0019243)	Ecallantide	DB05311	Angioedemas, Hereditary	C0019243	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05332"" target=""_blank"">Romiplostim (DBID: DB05332)</a>"	Chronic idiopathic thrombocytopenic purpura (CUI: C0272293)	Romiplostim	DB05332	Chronic idiopathic thrombocytopenic purpura	C0272293	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05336"" target=""_blank"">Obiltoxaximab (DBID: DB05336)</a>"	Inhalational anthrax (CUI: C0155866)	Obiltoxaximab	DB05336	Inhalational anthrax	C0155866	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05521"" target=""_blank"">Telaprevir (DBID: DB05521)</a>"	Hepatitis C, Chronic (CUI: C0524910)	Telaprevir	DB05521	Hepatitis C, Chronic	C0524910	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05528"" target=""_blank"">Mipomersen (DBID: DB05528)</a>"	Familial hypercholesterolemia - homozygous (CUI: C0342881)	Mipomersen	DB05528	Familial hypercholesterolemia - homozygous	C0342881	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05578"" target=""_blank"">Ramucirumab (DBID: DB05578)</a>"	Gastric Adenocarcinoma (CUI: C0278701)	Ramucirumab	DB05578	Gastric Adenocarcinoma	C0278701	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05578"" target=""_blank"">Ramucirumab (DBID: DB05578)</a>"	Non-Small Cell Lung Carcinoma (CUI: C0007131)	Ramucirumab	DB05578	Non-Small Cell Lung Carcinoma	C0007131	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05630"" target=""_blank"">Sodium stibogluconate (DBID: DB05630)</a>"	Leishmaniasis (CUI: C0023281)	Sodium stibogluconate	DB05630	Leishmaniasis	C0023281	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05676"" target=""_blank"">Apremilast (DBID: DB05676)</a>"	Arthritis, Psoriatic (CUI: C0003872)	Apremilast	DB05676	Arthritis, Psoriatic	C0003872	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05676"" target=""_blank"">Apremilast (DBID: DB05676)</a>"	Chronic small plaque psoriasis (CUI: C0406317)	Apremilast	DB05676	Chronic small plaque psoriasis	C0406317	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05679"" target=""_blank"">Ustekinumab (DBID: DB05679)</a>"	Psoriasis (CUI: C0033860)	Ustekinumab	DB05679	Psoriasis	C0033860	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05679"" target=""_blank"">Ustekinumab (DBID: DB05679)</a>"	Arthritis, Psoriatic (CUI: C0003872)	Ustekinumab	DB05679	Arthritis, Psoriatic	C0003872	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05773"" target=""_blank"">Trastuzumab emtansine (DBID: DB05773)</a>"	HER2-positive carcinoma of breast (CUI: C1960398)	Trastuzumab emtansine	DB05773	HER2-positive carcinoma of breast	C1960398	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05812"" target=""_blank"">Abiraterone (DBID: DB05812)</a>"	Malignant neoplasm of prostate (CUI: C0376358)	Abiraterone	DB05812	Malignant neoplasm of prostate	C0376358	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB05829"" target=""_blank"">Parathyroid hormone (DBID: DB05829)</a>"	Hypoparathyroidism (CUI: C0020626)	Parathyroid hormone	DB05829	Hypoparathyroidism	C0020626	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06016"" target=""_blank"">Cariprazine (DBID: DB06016)</a>"	Schizophrenia (CUI: C0036341)	Cariprazine	DB06016	Schizophrenia	C0036341	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06016"" target=""_blank"">Cariprazine (DBID: DB06016)</a>"	Mixed bipolar I disorder (CUI: C0236780)	Cariprazine	DB06016	Mixed bipolar I disorder	C0236780	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06016"" target=""_blank"">Cariprazine (DBID: DB06016)</a>"	Bipolar affective disorder, current episode manic (CUI: C0338873)	Cariprazine	DB06016	Bipolar affective disorder, current episode manic	C0338873	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06144"" target=""_blank"">Sertindole (DBID: DB06144)</a>"	Schizophrenia (CUI: C0036341)	Sertindole	DB06144	Schizophrenia	C0036341	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06147"" target=""_blank"">Sulfathiazole (DBID: DB06147)</a>"	Vulvovaginitis (CUI: C0042998)	Sulfathiazole	DB06147	Vulvovaginitis	C0042998	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06148"" target=""_blank"">Mianserin (DBID: DB06148)</a>"	Major Depressive Disorder (CUI: C1269683)	Mianserin	DB06148	Major Depressive Disorder	C1269683	Mental or Behavioral Dysfunction	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06151"" target=""_blank"">Acetylcysteine (DBID: DB06151)</a>"	Poisoning by acetaminophen (CUI: C0237963)	Acetylcysteine	DB06151	Poisoning by acetaminophen	C0237963	Injury or Poisoning	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06151"" target=""_blank"">Acetylcysteine (DBID: DB06151)</a>"	Bronchiectasis (CUI: C0006267)	Acetylcysteine	DB06151	Bronchiectasis	C0006267	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06151"" target=""_blank"">Acetylcysteine (DBID: DB06151)</a>"	Bronchitis (CUI: C0006277)	Acetylcysteine	DB06151	Bronchitis	C0006277	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB06151"" target=""_blank"">Acetylcysteine (DBID: DB06151)</a>"	Amyloidosis (CUI: C0002726)	Acetylcysteine	DB06151	Amyloidosis	C0002726	Disease or Syndrome	Approved	Approved		
