compound_entity	drugbank_id	drug_name	relation	disease_entity	umls_cui	disease_name	sem_type	label	num_raw_rows
Compound::DB01267	DB01267	Paliperidone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB01618	DB01618	Molindone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB01621	DB01621	Pipotiazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB01623	DB01623	Thiothixene	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB04842	DB04842	Fluspirilene	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB04946	DB04946	Iloperidone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB06016	DB06016	Cariprazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB06144	DB06144	Sertindole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB06216	DB06216	Asenapine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB08815	DB08815	Lurasidone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB08922	DB08922	Perospirone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB09128	DB09128	Brexpiprazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB09223	DB09223	Blonanserin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036341	C0036341	Schizophrenia	Mental or Behavioral Dysfunction	approved	1
Compound::DB00254	DB00254	Doxycycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036472	C0036472	Scrub Typhus	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036472	C0036472	Scrub Typhus	Disease or Syndrome	approved	1
Compound::DB00223	DB00223	Diflorasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00240	DB00240	Alclometasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00288	DB00288	Amcinonide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00547	DB00547	Desoximetasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00588	DB00588	Fluticasone Propionate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00591	DB00591	Fluocinolone Acetonide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00596	DB00596	Ulobetasol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00634	DB00634	Sulfacetamide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00663	DB00663	Flumethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00764	DB00764	Mometasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00825	DB00825	Menthol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00838	DB00838	Clocortolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00846	DB00846	Flurandrenolide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00936	DB00936	Salicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00971	DB00971	Selenium Sulfide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01013	DB01013	Clobetasol propionate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01026	DB01026	Ketoconazole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01047	DB01047	Fluocinonide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01130	DB01130	Prednicarbate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01188	DB01188	Ciclopirox	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01243	DB01243	Chloroxine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01260	DB01260	Desonide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB03904	DB03904	Urea	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB06768	DB06768	Ammonium lactate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB06786	DB06786	Halcinonide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB09096	DB09096	Benzoyl peroxide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB09353	DB09353	Sulfur	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036508	C0036508	Seborrheic dermatitis	Disease or Syndrome	approved	1
Compound::DB00755	DB00755	Tretinoin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036651	C0036651	Senile lentigo	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036830	C0036830	Serum Sickness	Disease or Syndrome	approved	1
Compound::DB00841	DB00841	Dobutamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036980	C0036980	Shock, Cardiogenic	Pathologic Function	approved	1
Compound::DB00130	DB00130	L-Glutamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036992	C0036992	Short Bowel Syndrome	Disease or Syndrome	approved	1
Compound::DB08900	DB08900	Teduglutide	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0036992	C0036992	Short Bowel Syndrome	Disease or Syndrome	approved	1
Compound::DB00424	DB00424	Hyoscyamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037036	C0037036	Sialorrhea	Disease or Syndrome	approved	1
Compound::DB00986	DB00986	Glycopyrronium	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037036	C0037036	Sialorrhea	Disease or Syndrome	approved	1
Compound::DB00201	DB00201	Caffeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00316	DB00316	Acetaminophen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00388	DB00388	Phenylephrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00397	DB00397	Phenylpropanolamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00788	DB00788	Naproxen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00852	DB00852	Pseudoephedrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00874	DB00874	Guaifenesin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00936	DB00936	Salicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00945	DB00945	Acetylsalicylic acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB01050	DB01050	Ibuprofen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB01364	DB01364	Ephedrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB01620	DB01620	Pheniramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB06691	DB06691	Mepyramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037195	C0037195	Sinus headache	Finding	approved	1
Compound::DB00254	DB00254	Doxycycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00415	DB00415	Ampicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00595	DB00595	Oxytetracycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00618	DB00618	Demeclocycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00681	DB00681	Amphotericin B	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00713	DB00713	Oxacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00759	DB00759	Tetracycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB01017	DB01017	Minocycline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB01147	DB01147	Cloxacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB01602	DB01602	Bacampicillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB01603	DB01603	Meticillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB02703	DB02703	Fusidic Acid	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037199	C0037199	Sinusitis	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB09357	DB09357	Dexpanthenol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037274	C0037274	Dermatologic disorders	Disease or Syndrome	approved	1
Compound::DB00359	DB00359	Sulfadiazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037299	C0037299	Skin Ulcer	Disease or Syndrome	approved	1
Compound::DB05245	DB05245	Silver sulfadiazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037299	C0037299	Skin Ulcer	Disease or Syndrome	approved	1
Compound::DB00283	DB00283	Clemastine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00318	DB00318	Codeine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00341	DB00341	Cetirizine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00366	DB00366	Doxylamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00388	DB00388	Phenylephrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00397	DB00397	Phenylpropanolamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00420	DB00420	Promazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00434	DB00434	Cyproheptadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00455	DB00455	Loratadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00514	DB00514	Dextromethorphan	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00637	DB00637	Astemizole	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00719	DB00719	Azatadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00792	DB00792	Tripelennamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00902	DB00902	Methdilazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00950	DB00950	Fexofenadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB00967	DB00967	Desloratadine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01114	DB01114	Chlorphenamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01146	DB01146	Diphenylpyraline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01176	DB01176	Cyclizine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01246	DB01246	Alimemazine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01364	DB01364	Ephedrine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01619	DB01619	Phenindamine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01620	DB01620	Pheniramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB06691	DB06691	Mepyramine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB08799	DB08799	Antazoline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB08936	DB08936	Chlorcyclizine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB09488	DB09488	Acrivastine	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037383	C0037383	Sneezing	Finding	approved	1
Compound::DB01080	DB01080	Vigabatrin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037769	C0037769	West Syndrome	Disease or Syndrome	approved	1
Compound::DB01285	DB01285	Corticotropin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0037769	C0037769	West Syndrome	Disease or Syndrome	approved	1
Compound::DB00005	DB00005	Etanercept	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00051	DB00051	Adalimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00065	DB00065	Infliximab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00328	DB00328	Indomethacin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00482	DB00482	Celecoxib	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00586	DB00586	Diclofenac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00605	DB00605	Sulindac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00635	DB00635	Prednisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00788	DB00788	Naproxen	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB01234	DB01234	Dexamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB06674	DB06674	golimumab	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB08904	DB08904	Certolizumab pegol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038013	C0038013	Ankylosing spondylitis	Disease or Syndrome	approved	1
Compound::DB00586	DB00586	Diclofenac	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038048	C0038048	Sprains and Strains	Injury or Poisoning	approved	1
Compound::DB00825	DB00825	Menthol	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038048	C0038048	Sprains and Strains	Injury or Poisoning	approved	1
Compound::DB01744	DB01744	Camphor	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038048	C0038048	Sprains and Strains	Injury or Poisoning	approved	1
Compound::DB06774	DB06774	Capsaicin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038048	C0038048	Sprains and Strains	Injury or Poisoning	approved	1
Compound::DB09543	DB09543	Methyl salicylate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038048	C0038048	Sprains and Strains	Injury or Poisoning	approved	1
Compound::DB00512	DB00512	Vancomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038157	C0038157	Staphylococcal enterocolitis	Disease or Syndrome	approved	1
Compound::DB00512	DB00512	Vancomycin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038160	C0038160	Staphylococcal Infections	Disease or Syndrome	approved	1
Compound::DB00607	DB00607	Nafcillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038160	C0038160	Staphylococcal Infections	Disease or Syndrome	approved	1
Compound::DB00713	DB00713	Oxacillin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038160	C0038160	Staphylococcal Infections	Disease or Syndrome	approved	1
Compound::DB04911	DB04911	Oritavancin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038166	C0038166	Staphylococcal Skin Infections	Disease or Syndrome	approved	1
Compound::DB06219	DB06219	Dalbavancin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038166	C0038166	Staphylococcal Skin Infections	Disease or Syndrome	approved	1
Compound::DB09042	DB09042	Tedizolid Phosphate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038166	C0038166	Staphylococcal Skin Infections	Disease or Syndrome	approved	1
Compound::DB00277	DB00277	Theophylline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB00443	DB00443	Betamethasone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB00741	DB00741	Hydrocortisone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB00860	DB00860	Prednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB00959	DB00959	Methylprednisolone	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB01223	DB01223	Aminophylline	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB01380	DB01380	Cortisone acetate	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038218	C0038218	Status Asthmaticus	Disease or Syndrome	approved	1
Compound::DB00186	DB00186	Lorazepam	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038220	C0038220	Status Epilepticus	Disease or Syndrome	approved	1
Compound::DB00252	DB00252	Phenytoin	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038220	C0038220	Status Epilepticus	Disease or Syndrome	approved	1
Compound::DB00312	DB00312	Pentobarbital	repoDB::approved_indication::Compound:Disease	Disease::UMLS:C0038220	C0038220	Status Epilepticus	Disease or Syndrome	approved	1
