raw_row_index	drug_name	drugbank_id	compound_entity	disease_name	umls_cui	disease_entity	sem_type	status_raw	trial_status_raw	detailed_status_raw	phase_raw	label	relation	is_positive	is_failed_like	valid_drugbank_and_cui	source_dataset	setting
7291	Romidepsin	DB06176	Compound::DB06176	recurrent grade 1 follicular lymphoma	C0280182	Disease::UMLS:C0280182	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7292	Rituximab	DB00073	Compound::DB00073	recurrent grade 2 follicular lymphoma	C0280183	Disease::UMLS:C0280183	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7293	Fludarabine	DB01073	Compound::DB01073	recurrent grade 2 follicular lymphoma	C0280183	Disease::UMLS:C0280183	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7294	Romidepsin	DB06176	Compound::DB06176	recurrent grade 2 follicular lymphoma	C0280183	Disease::UMLS:C0280183	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7295	Rituximab	DB00073	Compound::DB00073	B-cell small lymphocytic lymphoma recurrent	C0855096	Disease::UMLS:C0855096	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7296	Fludarabine	DB01073	Compound::DB01073	B-cell small lymphocytic lymphoma recurrent	C0855096	Disease::UMLS:C0855096	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7297	Romidepsin	DB06176	Compound::DB06176	B-cell small lymphocytic lymphoma recurrent	C0855096	Disease::UMLS:C0855096	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7298	Infliximab	DB00065	Compound::DB00065	Berylliosis	C0005138	Disease::UMLS:C0005138	Injury or Poisoning	Terminated	Terminated (Phase 1/Phase 2)	Not enough patients meeting criteria to enroll in the time period	Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7299	Vorinostat	DB02546	Compound::DB02546	Multiple Myeloma	C0026764	Disease::UMLS:C0026764	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7300	Trimethoprim	DB00440	Compound::DB00440	HIV Infections	C0019693	Disease::UMLS:C0019693	Disease or Syndrome	Terminated	Terminated (Phase 2/Phase 3)	Data Safety Monitoring Board (DSMB) recommended stopping study due to futility	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7301	Isoniazid	DB00951	Compound::DB00951	HIV Infections	C0019693	Disease::UMLS:C0019693	Disease or Syndrome	Terminated	Terminated (Phase 2/Phase 3)	Data Safety Monitoring Board (DSMB) recommended stopping study due to futility	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7302	Sulfamethoxazole	DB01015	Compound::DB01015	HIV Infections	C0019693	Disease::UMLS:C0019693	Disease or Syndrome	Terminated	Terminated (Phase 2/Phase 3)	Data Safety Monitoring Board (DSMB) recommended stopping study due to futility	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7303	Trimethoprim	DB00440	Compound::DB00440	Tuberculosis	C0041296	Disease::UMLS:C0041296	Disease or Syndrome	Terminated	Terminated (Phase 2/Phase 3)	Data Safety Monitoring Board (DSMB) recommended stopping study due to futility	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7304	Isoniazid	DB00951	Compound::DB00951	Tuberculosis	C0041296	Disease::UMLS:C0041296	Disease or Syndrome	Terminated	Terminated (Phase 2/Phase 3)	Data Safety Monitoring Board (DSMB) recommended stopping study due to futility	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7305	Sulfamethoxazole	DB01015	Compound::DB01015	Tuberculosis	C0041296	Disease::UMLS:C0041296	Disease or Syndrome	Terminated	Terminated (Phase 2/Phase 3)	Data Safety Monitoring Board (DSMB) recommended stopping study due to futility	Phase 2/Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7306	Exemestane	DB00990	Compound::DB00990	Breast cancer stage II	C0278486	Disease::UMLS:C0278486	Neoplastic Process	Withdrawn	Withdrawn (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7307	Lenalidomide	DB00480	Compound::DB00480	Reflex Sympathetic Dystrophy	C0034931	Disease::UMLS:C0034931	Disease or Syndrome	Terminated	Terminated (Phase 2)	Interim analysis showed the primary outcome was not reached	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7308	Thalidomide	DB01041	Compound::DB01041	Reflex Sympathetic Dystrophy	C0034931	Disease::UMLS:C0034931	Disease or Syndrome	Terminated	Terminated (Phase 2)	Interim analysis showed the primary outcome was not reached	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7309	Alemtuzumab	DB00087	Compound::DB00087	Lymphoma, Non-Hodgkin	C0024305	Disease::UMLS:C0024305	Neoplastic Process	Terminated	Terminated (Phase 1/Phase 2)		Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7310	Trastuzumab	DB00072	Compound::DB00072	Breast cancer recurrent	C0278493	Disease::UMLS:C0278493	Neoplastic Process	Terminated	Terminated (Phase 2)	Slow accrual.	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7311	Imatinib	DB00619	Compound::DB00619	chronic myelogenous leukemia in relapse	C0278787	Disease::UMLS:C0278787	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7312	Sirolimus	DB00877	Compound::DB00877	chronic myelogenous leukemia in relapse	C0278787	Disease::UMLS:C0278787	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7313	Everolimus	DB01590	Compound::DB01590	chronic myelogenous leukemia in relapse	C0278787	Disease::UMLS:C0278787	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7314	Lopinavir	DB01601	Compound::DB01601	Human immunodeficiency virus I infection	C0276500	Disease::UMLS:C0276500	Disease or Syndrome	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7315	Rituximab	DB00073	Compound::DB00073	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7316	Cyclophosphamide	DB00531	Compound::DB00531	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7317	Vincristine	DB00541	Compound::DB00541	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7318	Prednisone	DB00635	Compound::DB00635	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7319	Doxorubicin	DB00997	Compound::DB00997	contiguous stage II adult diffuse large cell lymphoma	C0677695	Disease::UMLS:C0677695	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7320	Rituximab	DB00073	Compound::DB00073	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7321	Cyclophosphamide	DB00531	Compound::DB00531	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7322	Vincristine	DB00541	Compound::DB00541	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7323	Prednisone	DB00635	Compound::DB00635	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7324	Doxorubicin	DB00997	Compound::DB00997	noncontiguous stage II adult diffuse large cell lymphoma	C0677709	Disease::UMLS:C0677709	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7325	Rituximab	DB00073	Compound::DB00073	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7326	Cyclophosphamide	DB00531	Compound::DB00531	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7327	Vincristine	DB00541	Compound::DB00541	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7328	Prednisone	DB00635	Compound::DB00635	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7329	Doxorubicin	DB00997	Compound::DB00997	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7330	Rituximab	DB00073	Compound::DB00073	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7331	Cyclophosphamide	DB00531	Compound::DB00531	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7332	Vincristine	DB00541	Compound::DB00541	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7333	Prednisone	DB00635	Compound::DB00635	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7334	Doxorubicin	DB00997	Compound::DB00997	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Terminated	Terminated (Phase 2)		Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7335	Bevacizumab	DB00112	Compound::DB00112	Colorectal Neoplasms	C0009404	Disease::UMLS:C0009404	Neoplastic Process	Terminated	Terminated (Phase 2)	After 1 year only 2 subjects enrolled and treated thus no meaningful efficacy analyses could	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7336	Irinotecan	DB00762	Compound::DB00762	Colorectal Neoplasms	C0009404	Disease::UMLS:C0009404	Neoplastic Process	Terminated	Terminated (Phase 2)	After 1 year only 2 subjects enrolled and treated thus no meaningful efficacy analyses could	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7337	Bevacizumab	DB00112	Compound::DB00112	Liver neoplasms	C0023903	Disease::UMLS:C0023903	Neoplastic Process	Terminated	Terminated (Phase 2)	After 1 year only 2 subjects enrolled and treated thus no meaningful efficacy analyses could	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7338	Irinotecan	DB00762	Compound::DB00762	Liver neoplasms	C0023903	Disease::UMLS:C0023903	Neoplastic Process	Terminated	Terminated (Phase 2)	After 1 year only 2 subjects enrolled and treated thus no meaningful efficacy analyses could	Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7339	Ezetimibe	DB00973	Compound::DB00973	Lipid Metabolism, Inborn Errors	C0023772	Disease::UMLS:C0023772	Disease or Syndrome	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7340	Clofarabine	DB00631	Compound::DB00631	leukemia	C0023418	Disease::UMLS:C0023418	Neoplastic Process	Terminated	Terminated (Phase 1)	low accrual	Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7341	Sirolimus	DB00877	Compound::DB00877	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Terminated	Terminated (Phase 1/Phase 2)		Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7342	Everolimus	DB01590	Compound::DB01590	Multiple Sclerosis	C0026769	Disease::UMLS:C0026769	Disease or Syndrome	Terminated	Terminated (Phase 1/Phase 2)		Phase 1/Phase 2	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7343	Erlotinib	DB00530	Compound::DB00530	Metastatic malignant neoplasm to brain	C0220650	Disease::UMLS:C0220650	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7344	Temozolomide	DB00853	Compound::DB00853	Metastatic malignant neoplasm to brain	C0220650	Disease::UMLS:C0220650	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7345	Erlotinib	DB00530	Compound::DB00530	Non-small cell lung cancer recurrent	C0278517	Disease::UMLS:C0278517	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7346	Temozolomide	DB00853	Compound::DB00853	Non-small cell lung cancer recurrent	C0278517	Disease::UMLS:C0278517	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7347	Erlotinib	DB00530	Compound::DB00530	Non-small cell lung cancer metastatic	C0278987	Disease::UMLS:C0278987	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7348	Temozolomide	DB00853	Compound::DB00853	Non-small cell lung cancer metastatic	C0278987	Disease::UMLS:C0278987	Neoplastic Process	Terminated	Terminated (Phase 3)		Phase 3	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7349	Bortezomib	DB00188	Compound::DB00188	adult grade III lymphomatoid granulomatosis	C1541468	Disease::UMLS:C1541468	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7350	Bortezomib	DB00188	Compound::DB00188	Ki-1+ Anaplastic Large Cell Lymphoma	C0206180	Disease::UMLS:C0206180	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7351	Bortezomib	DB00188	Compound::DB00188	Angioimmunoblastic Lymphadenopathy	C0020981	Disease::UMLS:C0020981	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7352	Bortezomib	DB00188	Compound::DB00188	Mucosa-Associated Lymphoid Tissue Lymphoma	C0242647	Disease::UMLS:C0242647	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7353	Bortezomib	DB00188	Compound::DB00188	Monocytoid B-cell lymphoma	C0855139	Disease::UMLS:C0855139	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7354	Bortezomib	DB00188	Compound::DB00188	recurrent adult Burkitt's lymphoma	C0280192	Disease::UMLS:C0280192	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7355	Bortezomib	DB00188	Compound::DB00188	recurrent adult diffuse large cell lymphoma	C0280188	Disease::UMLS:C0280188	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7356	Bortezomib	DB00188	Compound::DB00188	Cutaneous T-cell lymphoma recurrent	C0278580	Disease::UMLS:C0278580	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7357	Bortezomib	DB00188	Compound::DB00188	recurrent grade 1 follicular lymphoma	C0280182	Disease::UMLS:C0280182	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7358	Bortezomib	DB00188	Compound::DB00188	recurrent grade 2 follicular lymphoma	C0280183	Disease::UMLS:C0280183	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7359	Bortezomib	DB00188	Compound::DB00188	recurrent grade 3 follicular lymphoma	C0280185	Disease::UMLS:C0280185	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7360	Bortezomib	DB00188	Compound::DB00188	Mantle cell lymphoma recurrent	C0677725	Disease::UMLS:C0677725	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7361	Bortezomib	DB00188	Compound::DB00188	Marginal zone lymphoma recurrent	C1541273	Disease::UMLS:C1541273	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7362	Bortezomib	DB00188	Compound::DB00188	Mycosis fungoides/Sezary syndrome recurrent	C0862200	Disease::UMLS:C0862200	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7363	Bortezomib	DB00188	Compound::DB00188	B-cell small lymphocytic lymphoma recurrent	C0855096	Disease::UMLS:C0855096	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7364	Bortezomib	DB00188	Compound::DB00188	stage III adult Burkitt's lymphoma	C0280166	Disease::UMLS:C0280166	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7365	Bortezomib	DB00188	Compound::DB00188	stage III adult diffuse large cell lymphoma	C0280162	Disease::UMLS:C0280162	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7366	Bortezomib	DB00188	Compound::DB00188	stage III adult diffuse mixed cell lymphoma	C0280161	Disease::UMLS:C0280161	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7367	Bortezomib	DB00188	Compound::DB00188	stage III adult diffuse small cleaved cell lymphoma	C0280160	Disease::UMLS:C0280160	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7368	Bortezomib	DB00188	Compound::DB00188	stage III adult Hodgkin's lymphoma	C0278472	Disease::UMLS:C0278472	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7369	Bortezomib	DB00188	Compound::DB00188	stage III adult immunoblastic large cell lymphoma	C0280164	Disease::UMLS:C0280164	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7370	Bortezomib	DB00188	Compound::DB00188	stage III adult lymphoblastic lymphoma	C0280165	Disease::UMLS:C0280165	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7371	Bortezomib	DB00188	Compound::DB00188	Adult T-cell lymphoma/leukaemia stage III	C0280425	Disease::UMLS:C0280425	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7372	Bortezomib	DB00188	Compound::DB00188	Cutaneous T-cell lymphoma stage III	C0278570	Disease::UMLS:C0278570	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7373	Bortezomib	DB00188	Compound::DB00188	stage III grade 1 follicular lymphoma	C0280156	Disease::UMLS:C0280156	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7374	Bortezomib	DB00188	Compound::DB00188	stage III grade 2 follicular lymphoma	C0280157	Disease::UMLS:C0280157	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7375	Bortezomib	DB00188	Compound::DB00188	stage III grade 3 follicular lymphoma	C0280159	Disease::UMLS:C0280159	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7376	Bortezomib	DB00188	Compound::DB00188	Mantle cell lymphoma stage III	C0677714	Disease::UMLS:C0677714	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7377	Bortezomib	DB00188	Compound::DB00188	Marginal zone lymphoma stage III	C1541269	Disease::UMLS:C1541269	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7378	Bortezomib	DB00188	Compound::DB00188	Mycosis fungoides/Sezary syndrome stage III	C0862221	Disease::UMLS:C0862221	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7379	Bortezomib	DB00188	Compound::DB00188	B-cell small lymphocytic lymphoma stage III	C0855100	Disease::UMLS:C0855100	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7380	Bortezomib	DB00188	Compound::DB00188	stage IV adult Burkitt's lymphoma	C0280179	Disease::UMLS:C0280179	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7381	Bortezomib	DB00188	Compound::DB00188	stage IV adult diffuse large cell lymphoma	C0280175	Disease::UMLS:C0280175	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7382	Bortezomib	DB00188	Compound::DB00188	stage IV adult diffuse mixed cell lymphoma	C0280174	Disease::UMLS:C0280174	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7383	Bortezomib	DB00188	Compound::DB00188	stage IV adult diffuse small cleaved cell lymphoma	C0280173	Disease::UMLS:C0280173	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7384	Bortezomib	DB00188	Compound::DB00188	stage IV adult Hodgkin's lymphoma	C0278473	Disease::UMLS:C0278473	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
7385	Bortezomib	DB00188	Compound::DB00188	stage IV adult immunoblastic large cell lymphoma	C0280177	Disease::UMLS:C0280177	Neoplastic Process	Terminated	Terminated (Phase 1)		Phase 1	failed_like	repoDB::failed_or_suspended::Compound:Disease	False	True	True	repoDB	setting_f_repodb
