head	relation	tail
RPS15	associated_with	gastric linitis plastica
RPS15	associated_with	gastric carcinoma
RPS19	associated_with	gastric cancer
RPS19	associated_with	gastric neoplasm
RPS19	associated_with	diffuse gastric adenocarcinoma
RPS19	associated_with	gastric linitis plastica
RPS19	associated_with	gastric carcinoma
RPS21	associated_with	gastric cancer
RPS21	associated_with	gastric neoplasm
RPS21	associated_with	diffuse gastric adenocarcinoma
RPS21	associated_with	gastric linitis plastica
RPS21	associated_with	gastric carcinoma
RPS26	associated_with	gastric cancer
RPS26	associated_with	gastric neoplasm
RPS26	associated_with	diffuse gastric adenocarcinoma
RPS26	associated_with	gastric linitis plastica
RPS26	associated_with	gastric carcinoma
RXRB	associated_with	gastric cancer
RXRB	associated_with	gastric neoplasm
RXRB	associated_with	diffuse gastric adenocarcinoma
RXRB	associated_with	gastric linitis plastica
RXRB	associated_with	gastric carcinoma
SLC1A2	associated_with	gastric cancer
SLC1A2	associated_with	gastric neoplasm
SLC1A2	associated_with	diffuse gastric adenocarcinoma
SLC1A2	associated_with	gastric linitis plastica
SLC1A2	associated_with	gastric carcinoma
SNAI1	associated_with	gastric cancer
SNAI1	associated_with	gastric neoplasm
SNAI1	associated_with	diffuse gastric adenocarcinoma
SNAI1	associated_with	gastric linitis plastica
SNAI1	associated_with	gastric carcinoma
SNRPB	associated_with	gastric cancer
SNRPB	associated_with	gastric neoplasm
SNRPB	associated_with	diffuse gastric adenocarcinoma
SNRPB	associated_with	gastric linitis plastica
SNRPB	associated_with	gastric carcinoma
SOD2	associated_with	gastric cancer
SOD2	associated_with	gastric neoplasm
SOD2	associated_with	diffuse gastric adenocarcinoma
SOD2	associated_with	gastric linitis plastica
SOD2	associated_with	gastric carcinoma
SPRR2A	associated_with	gastric cancer
SPRR2A	associated_with	gastric neoplasm
SPRR2A	associated_with	diffuse gastric adenocarcinoma
SPRR2A	associated_with	gastric linitis plastica
SPRR2A	associated_with	gastric carcinoma
SREBF2	associated_with	gastric cancer
SREBF2	associated_with	gastric neoplasm
SREBF2	associated_with	diffuse gastric adenocarcinoma
SREBF2	associated_with	gastric linitis plastica
SREBF2	associated_with	gastric carcinoma
TBX3	associated_with	gastric cancer
TBX3	associated_with	gastric neoplasm
TBX3	associated_with	diffuse gastric adenocarcinoma
TBX3	associated_with	gastric linitis plastica
TBX3	associated_with	gastric carcinoma
TFAP2C	associated_with	gastric cancer
TFAP2C	associated_with	gastric neoplasm
TFAP2C	associated_with	diffuse gastric adenocarcinoma
TFAP2C	associated_with	gastric linitis plastica
TFAP2C	associated_with	gastric carcinoma
TGFA	associated_with	gastric cancer
TGFA	associated_with	gastric neoplasm
TGFA	associated_with	diffuse gastric adenocarcinoma
TGFA	associated_with	gastric linitis plastica
TGFA	associated_with	gastric carcinoma
THBD	associated_with	gastric cancer
THBD	associated_with	gastric neoplasm
THBD	associated_with	diffuse gastric adenocarcinoma
THBD	associated_with	gastric linitis plastica
THBD	associated_with	gastric carcinoma
TIMP3	associated_with	gastric cancer
TIMP3	associated_with	gastric neoplasm
TIMP3	associated_with	diffuse gastric adenocarcinoma
TIMP3	associated_with	gastric linitis plastica
TIMP3	associated_with	gastric carcinoma
TNF	associated_with	gastric cancer
TNF	associated_with	gastric neoplasm
TNF	associated_with	diffuse gastric adenocarcinoma
TNF	associated_with	gastric linitis plastica
TNF	associated_with	gastric carcinoma
TPM3	associated_with	gastric cancer
TPM3	associated_with	gastric neoplasm
TPM3	associated_with	diffuse gastric adenocarcinoma
TPM3	associated_with	gastric linitis plastica
TPM3	associated_with	gastric carcinoma
TWIST1	associated_with	gastric cancer
TWIST1	associated_with	gastric neoplasm
TWIST1	associated_with	diffuse gastric adenocarcinoma
TWIST1	associated_with	gastric linitis plastica
TWIST1	associated_with	gastric carcinoma
TYMS	associated_with	gastric cancer
TYMS	associated_with	gastric neoplasm
TYMS	associated_with	diffuse gastric adenocarcinoma
TYMS	associated_with	gastric linitis plastica
TYMS	associated_with	gastric carcinoma
UMPS	associated_with	gastric cancer
UMPS	associated_with	gastric neoplasm
UMPS	associated_with	diffuse gastric adenocarcinoma
UMPS	associated_with	gastric linitis plastica
UMPS	associated_with	gastric carcinoma
XRCC1	associated_with	gastric cancer
XRCC1	associated_with	gastric neoplasm
XRCC1	associated_with	diffuse gastric adenocarcinoma
XRCC1	associated_with	gastric linitis plastica
XRCC1	associated_with	gastric carcinoma
XRCC3	associated_with	gastric cancer
XRCC3	associated_with	gastric neoplasm
XRCC3	associated_with	diffuse gastric adenocarcinoma
XRCC3	associated_with	gastric linitis plastica
XRCC3	associated_with	gastric carcinoma
ZNF177	associated_with	gastric cancer
ZNF177	associated_with	gastric neoplasm
ZNF177	associated_with	diffuse gastric adenocarcinoma
ZNF177	associated_with	gastric linitis plastica
ZNF177	associated_with	gastric carcinoma
PSCA	associated_with	gastric cancer
PSCA	associated_with	gastric neoplasm
PSCA	associated_with	diffuse gastric adenocarcinoma
PSCA	associated_with	gastric linitis plastica
PSCA	associated_with	gastric carcinoma
TAF15	associated_with	gastric cancer
TAF15	associated_with	gastric neoplasm
TAF15	associated_with	diffuse gastric adenocarcinoma
TAF15	associated_with	gastric linitis plastica
TAF15	associated_with	gastric carcinoma
SYMPK	associated_with	gastric cancer
SYMPK	associated_with	gastric neoplasm
SYMPK	associated_with	diffuse gastric adenocarcinoma
SYMPK	associated_with	gastric linitis plastica
SYMPK	associated_with	gastric carcinoma
MIA	associated_with	gastric cancer
MIA	associated_with	gastric neoplasm
MIA	associated_with	diffuse gastric adenocarcinoma
MIA	associated_with	gastric linitis plastica
MIA	associated_with	gastric carcinoma
ARID1A	associated_with	gastric cancer
ARID1A	associated_with	gastric neoplasm
ARID1A	associated_with	diffuse gastric adenocarcinoma
ARID1A	associated_with	gastric linitis plastica
ARID1A	associated_with	gastric carcinoma
AXIN2	associated_with	gastric cancer
AXIN2	associated_with	gastric neoplasm
AXIN2	associated_with	diffuse gastric adenocarcinoma
AXIN2	associated_with	gastric linitis plastica
AXIN2	associated_with	gastric carcinoma
BAP1	associated_with	gastric cancer
BAP1	associated_with	gastric neoplasm
BAP1	associated_with	diffuse gastric adenocarcinoma
BAP1	associated_with	gastric linitis plastica
BAP1	associated_with	gastric carcinoma
ITGA8	associated_with	gastric cancer
ITGA8	associated_with	gastric neoplasm
ITGA8	associated_with	diffuse gastric adenocarcinoma
ITGA8	associated_with	gastric linitis plastica
ITGA8	associated_with	gastric carcinoma
CST7	associated_with	gastric cancer
CST7	associated_with	gastric neoplasm
CST7	associated_with	diffuse gastric adenocarcinoma
CST7	associated_with	gastric linitis plastica
CST7	associated_with	gastric carcinoma
PLPP1	associated_with	gastric cancer
PLPP1	associated_with	gastric neoplasm
PLPP1	associated_with	diffuse gastric adenocarcinoma
PLPP1	associated_with	gastric linitis plastica
PLPP1	associated_with	gastric carcinoma
AKR1C3	associated_with	gastric cancer
AKR1C3	associated_with	gastric neoplasm
AKR1C3	associated_with	diffuse gastric adenocarcinoma
AKR1C3	associated_with	gastric linitis plastica
AKR1C3	associated_with	gastric carcinoma
IRS2	associated_with	gastric cancer
IRS2	associated_with	gastric neoplasm
IRS2	associated_with	diffuse gastric adenocarcinoma
IRS2	associated_with	gastric linitis plastica
IRS2	associated_with	gastric carcinoma
TNFSF9	associated_with	gastric cancer
TNFSF9	associated_with	gastric neoplasm
TNFSF9	associated_with	diffuse gastric adenocarcinoma
TNFSF9	associated_with	gastric linitis plastica
TNFSF9	associated_with	gastric carcinoma
SUCLG1	associated_with	gastric cancer
SUCLG1	associated_with	gastric neoplasm
SUCLG1	associated_with	diffuse gastric adenocarcinoma
SUCLG1	associated_with	gastric linitis plastica
SUCLG1	associated_with	gastric carcinoma
FCGBP	associated_with	gastric cancer
FCGBP	associated_with	gastric neoplasm
FCGBP	associated_with	diffuse gastric adenocarcinoma
FCGBP	associated_with	gastric linitis plastica
FCGBP	associated_with	gastric carcinoma
SELENBP1	associated_with	gastric cancer
SELENBP1	associated_with	gastric neoplasm
SELENBP1	associated_with	diffuse gastric adenocarcinoma
SELENBP1	associated_with	gastric linitis plastica
SELENBP1	associated_with	gastric carcinoma
SLC16A3	associated_with	gastric cancer
SLC16A3	associated_with	gastric neoplasm
SLC16A3	associated_with	diffuse gastric adenocarcinoma
SLC16A3	associated_with	gastric linitis plastica
SLC16A3	associated_with	gastric carcinoma
RRP9	associated_with	gastric cancer
RRP9	associated_with	gastric neoplasm
RRP9	associated_with	diffuse gastric adenocarcinoma
RRP9	associated_with	gastric linitis plastica
RRP9	associated_with	gastric carcinoma
AURKB	associated_with	gastric cancer
AURKB	associated_with	gastric neoplasm
AURKB	associated_with	diffuse gastric adenocarcinoma
AURKB	associated_with	gastric linitis plastica
AURKB	associated_with	gastric carcinoma
IL32	associated_with	gastric cancer
IL32	associated_with	gastric neoplasm
IL32	associated_with	diffuse gastric adenocarcinoma
IL32	associated_with	gastric linitis plastica
IL32	associated_with	gastric carcinoma
WDR46	associated_with	gastric cancer
WDR46	associated_with	gastric neoplasm
WDR46	associated_with	diffuse gastric adenocarcinoma
WDR46	associated_with	gastric linitis plastica
WDR46	associated_with	gastric carcinoma
TMEM63A	associated_with	gastric cancer
TMEM63A	associated_with	gastric neoplasm
TMEM63A	associated_with	diffuse gastric adenocarcinoma
TMEM63A	associated_with	gastric linitis plastica
TMEM63A	associated_with	gastric carcinoma
MTSS1	associated_with	gastric cancer
MTSS1	associated_with	gastric neoplasm
MTSS1	associated_with	diffuse gastric adenocarcinoma
MTSS1	associated_with	gastric linitis plastica
MTSS1	associated_with	gastric carcinoma
SCRN1	associated_with	gastric cancer
SCRN1	associated_with	gastric neoplasm
SCRN1	associated_with	diffuse gastric adenocarcinoma
SCRN1	associated_with	gastric linitis plastica
SCRN1	associated_with	gastric carcinoma
TRAP1	associated_with	gastric cancer
TRAP1	associated_with	gastric neoplasm
TRAP1	associated_with	diffuse gastric adenocarcinoma
TRAP1	associated_with	gastric linitis plastica
TRAP1	associated_with	gastric carcinoma
EBI3	associated_with	gastric cancer
EBI3	associated_with	gastric neoplasm
EBI3	associated_with	diffuse gastric adenocarcinoma
EBI3	associated_with	gastric linitis plastica
EBI3	associated_with	gastric carcinoma
MSLN	associated_with	gastric cancer
MSLN	associated_with	gastric neoplasm
MSLN	associated_with	diffuse gastric adenocarcinoma
MSLN	associated_with	gastric linitis plastica
MSLN	associated_with	gastric carcinoma
CNPY2	associated_with	gastric cancer
CNPY2	associated_with	gastric neoplasm
CNPY2	associated_with	diffuse gastric adenocarcinoma
CNPY2	associated_with	gastric linitis plastica
CNPY2	associated_with	gastric carcinoma
DLC1	associated_with	gastric cancer
DLC1	associated_with	gastric neoplasm
DLC1	associated_with	diffuse gastric adenocarcinoma
DLC1	associated_with	gastric linitis plastica
DLC1	associated_with	gastric carcinoma
FST	associated_with	gastric cancer
FST	associated_with	gastric neoplasm
FST	associated_with	diffuse gastric adenocarcinoma
FST	associated_with	gastric linitis plastica
FST	associated_with	gastric carcinoma
NOP56	associated_with	gastric cancer
NOP56	associated_with	gastric neoplasm
NOP56	associated_with	diffuse gastric adenocarcinoma
NOP56	associated_with	gastric linitis plastica
NOP56	associated_with	gastric carcinoma
ARL6IP5	associated_with	gastric cancer
ARL6IP5	associated_with	gastric neoplasm
ARL6IP5	associated_with	diffuse gastric adenocarcinoma
ARL6IP5	associated_with	gastric linitis plastica
ARL6IP5	associated_with	gastric carcinoma
CCT7	associated_with	gastric cancer
CCT7	associated_with	gastric neoplasm
CCT7	associated_with	diffuse gastric adenocarcinoma
CCT7	associated_with	gastric linitis plastica
CCT7	associated_with	gastric carcinoma
PTPRT	associated_with	gastric cancer
PTPRT	associated_with	gastric neoplasm
PTPRT	associated_with	diffuse gastric adenocarcinoma
PTPRT	associated_with	gastric linitis plastica
PTPRT	associated_with	gastric carcinoma
WIF1	associated_with	gastric cancer
WIF1	associated_with	gastric neoplasm
WIF1	associated_with	diffuse gastric adenocarcinoma
WIF1	associated_with	gastric linitis plastica
WIF1	associated_with	gastric carcinoma
CHEK2	associated_with	gastric cancer
CHEK2	associated_with	gastric neoplasm
CHEK2	associated_with	diffuse gastric adenocarcinoma
CHEK2	associated_with	gastric linitis plastica
CHEK2	associated_with	gastric carcinoma
FAM168A	associated_with	gastric cancer
FAM168A	associated_with	gastric neoplasm
FAM168A	associated_with	diffuse gastric adenocarcinoma
FAM168A	associated_with	gastric linitis plastica
FAM168A	associated_with	gastric carcinoma
BOP1	associated_with	gastric cancer
BOP1	associated_with	gastric neoplasm
BOP1	associated_with	diffuse gastric adenocarcinoma
BOP1	associated_with	gastric linitis plastica
BOP1	associated_with	gastric carcinoma
PRDX5	associated_with	gastric cancer
PRDX5	associated_with	gastric neoplasm
PRDX5	associated_with	diffuse gastric adenocarcinoma
PRDX5	associated_with	gastric linitis plastica
PRDX5	associated_with	gastric carcinoma
SERBP1	associated_with	gastric cancer
SERBP1	associated_with	gastric neoplasm
SERBP1	associated_with	diffuse gastric adenocarcinoma
SERBP1	associated_with	gastric linitis plastica
SERBP1	associated_with	gastric carcinoma
ZBTB20	associated_with	gastric cancer
ZBTB20	associated_with	gastric neoplasm
ZBTB20	associated_with	diffuse gastric adenocarcinoma
ZBTB20	associated_with	gastric linitis plastica
ZBTB20	associated_with	gastric carcinoma
GREM1	associated_with	gastric cancer
GREM1	associated_with	gastric neoplasm
GREM1	associated_with	diffuse gastric adenocarcinoma
GREM1	associated_with	gastric linitis plastica
GREM1	associated_with	gastric carcinoma
ACAD8	associated_with	gastric cancer
ACAD8	associated_with	gastric neoplasm
ACAD8	associated_with	diffuse gastric adenocarcinoma
ACAD8	associated_with	gastric linitis plastica
ACAD8	associated_with	gastric carcinoma
SNX5	associated_with	gastric cancer
SNX5	associated_with	gastric neoplasm
SNX5	associated_with	diffuse gastric adenocarcinoma
SNX5	associated_with	gastric linitis plastica
SNX5	associated_with	gastric carcinoma
FILIP1	associated_with	gastric cancer
FILIP1	associated_with	gastric neoplasm
FILIP1	associated_with	diffuse gastric adenocarcinoma
FILIP1	associated_with	gastric linitis plastica
FILIP1	associated_with	gastric carcinoma
PRPF19	associated_with	gastric cancer
PRPF19	associated_with	gastric neoplasm
PRPF19	associated_with	diffuse gastric adenocarcinoma
PRPF19	associated_with	gastric linitis plastica
PRPF19	associated_with	gastric carcinoma
MRPS18B	associated_with	gastric cancer
MRPS18B	associated_with	gastric neoplasm
MRPS18B	associated_with	diffuse gastric adenocarcinoma
MRPS18B	associated_with	gastric linitis plastica
MRPS18B	associated_with	gastric carcinoma
MRPL13	associated_with	gastric cancer
MRPL13	associated_with	gastric neoplasm
MRPL13	associated_with	diffuse gastric adenocarcinoma
MRPL13	associated_with	gastric linitis plastica
MRPL13	associated_with	gastric carcinoma
PYCARD	associated_with	gastric cancer
PYCARD	associated_with	gastric neoplasm
PYCARD	associated_with	diffuse gastric adenocarcinoma
PYCARD	associated_with	gastric linitis plastica
PYCARD	associated_with	gastric carcinoma
ABT1	associated_with	gastric cancer
ABT1	associated_with	gastric neoplasm
ABT1	associated_with	diffuse gastric adenocarcinoma
ABT1	associated_with	gastric linitis plastica
ABT1	associated_with	gastric carcinoma
CPSF1	associated_with	gastric cancer
CPSF1	associated_with	gastric neoplasm
CPSF1	associated_with	diffuse gastric adenocarcinoma
CPSF1	associated_with	gastric linitis plastica
CPSF1	associated_with	gastric carcinoma
ZNRD1	associated_with	gastric cancer
ZNRD1	associated_with	gastric neoplasm
ZNRD1	associated_with	diffuse gastric adenocarcinoma
ZNRD1	associated_with	gastric linitis plastica
ZNRD1	associated_with	gastric carcinoma
COPS7A	associated_with	gastric cancer
COPS7A	associated_with	gastric neoplasm
COPS7A	associated_with	diffuse gastric adenocarcinoma
COPS7A	associated_with	gastric linitis plastica
COPS7A	associated_with	gastric carcinoma
UBXN1	associated_with	gastric cancer
UBXN1	associated_with	gastric neoplasm
UBXN1	associated_with	diffuse gastric adenocarcinoma
UBXN1	associated_with	gastric linitis plastica
UBXN1	associated_with	gastric carcinoma
ZNF593	associated_with	gastric cancer
ZNF593	associated_with	gastric neoplasm
ZNF593	associated_with	diffuse gastric adenocarcinoma
ZNF593	associated_with	gastric linitis plastica
ZNF593	associated_with	gastric carcinoma
PLCE1	associated_with	gastric cancer
PLCE1	associated_with	gastric neoplasm
PLCE1	associated_with	diffuse gastric adenocarcinoma
PLCE1	associated_with	gastric linitis plastica
PLCE1	associated_with	gastric carcinoma
GMPR2	associated_with	gastric cancer
GMPR2	associated_with	gastric neoplasm
GMPR2	associated_with	diffuse gastric adenocarcinoma
GMPR2	associated_with	gastric linitis plastica
GMPR2	associated_with	gastric carcinoma
UBR5	associated_with	gastric cancer
UBR5	associated_with	gastric neoplasm
UBR5	associated_with	diffuse gastric adenocarcinoma
UBR5	associated_with	gastric linitis plastica
UBR5	associated_with	gastric carcinoma
HIKESHI	associated_with	gastric cancer
HIKESHI	associated_with	gastric neoplasm
HIKESHI	associated_with	diffuse gastric adenocarcinoma
HIKESHI	associated_with	gastric linitis plastica
HIKESHI	associated_with	gastric carcinoma
NBAS	associated_with	gastric cancer
NBAS	associated_with	gastric neoplasm
NBAS	associated_with	diffuse gastric adenocarcinoma
NBAS	associated_with	gastric linitis plastica
NBAS	associated_with	gastric carcinoma
POLR3K	associated_with	gastric cancer
POLR3K	associated_with	gastric neoplasm
POLR3K	associated_with	diffuse gastric adenocarcinoma
POLR3K	associated_with	gastric linitis plastica
POLR3K	associated_with	gastric carcinoma
WWOX	associated_with	gastric cancer
WWOX	associated_with	gastric neoplasm
WWOX	associated_with	diffuse gastric adenocarcinoma
WWOX	associated_with	gastric linitis plastica
WWOX	associated_with	gastric carcinoma
PTOV1	associated_with	gastric cancer
PTOV1	associated_with	gastric neoplasm
PTOV1	associated_with	diffuse gastric adenocarcinoma
PTOV1	associated_with	gastric linitis plastica
PTOV1	associated_with	gastric carcinoma
KRT20	associated_with	gastric cancer
KRT20	associated_with	gastric neoplasm
KRT20	associated_with	diffuse gastric adenocarcinoma
KRT20	associated_with	gastric linitis plastica
KRT20	associated_with	gastric carcinoma
XAF1	associated_with	gastric cancer
XAF1	associated_with	gastric neoplasm
XAF1	associated_with	diffuse gastric adenocarcinoma
XAF1	associated_with	gastric linitis plastica
XAF1	associated_with	gastric carcinoma
RNF43	associated_with	gastric cancer
RNF43	associated_with	gastric neoplasm
RNF43	associated_with	diffuse gastric adenocarcinoma
RNF43	associated_with	gastric linitis plastica
RNF43	associated_with	gastric carcinoma
NAXD	associated_with	gastric cancer
NAXD	associated_with	gastric neoplasm
NAXD	associated_with	diffuse gastric adenocarcinoma
NAXD	associated_with	gastric linitis plastica
NAXD	associated_with	gastric carcinoma
CHFR	associated_with	gastric cancer
CHFR	associated_with	gastric neoplasm
CHFR	associated_with	diffuse gastric adenocarcinoma
CHFR	associated_with	gastric linitis plastica
CHFR	associated_with	gastric carcinoma
GKN1	associated_with	gastric cancer
GKN1	associated_with	gastric neoplasm
GKN1	associated_with	diffuse gastric adenocarcinoma
GKN1	associated_with	gastric linitis plastica
GKN1	associated_with	gastric carcinoma
EXOSC5	associated_with	gastric cancer
EXOSC5	associated_with	gastric neoplasm
EXOSC5	associated_with	diffuse gastric adenocarcinoma
EXOSC5	associated_with	gastric linitis plastica
EXOSC5	associated_with	gastric carcinoma
RANBP10	associated_with	gastric cancer
RANBP10	associated_with	gastric neoplasm
RANBP10	associated_with	diffuse gastric adenocarcinoma
RANBP10	associated_with	gastric linitis plastica
RANBP10	associated_with	gastric carcinoma
KMT2C	associated_with	gastric cancer
KMT2C	associated_with	gastric neoplasm
KMT2C	associated_with	diffuse gastric adenocarcinoma
KMT2C	associated_with	gastric linitis plastica
KMT2C	associated_with	gastric carcinoma
HRH4	associated_with	gastric cancer
HRH4	associated_with	gastric neoplasm
HRH4	associated_with	diffuse gastric adenocarcinoma
HRH4	associated_with	gastric linitis plastica
HRH4	associated_with	gastric carcinoma
MRPS11	associated_with	gastric cancer
MRPS11	associated_with	gastric neoplasm
MRPS11	associated_with	diffuse gastric adenocarcinoma
MRPS11	associated_with	gastric linitis plastica
MRPS11	associated_with	gastric carcinoma
FSD1	associated_with	gastric cancer
FSD1	associated_with	gastric neoplasm
FSD1	associated_with	diffuse gastric adenocarcinoma
FSD1	associated_with	gastric linitis plastica
FSD1	associated_with	gastric carcinoma
FAT4	associated_with	gastric cancer
FAT4	associated_with	gastric neoplasm
FAT4	associated_with	diffuse gastric adenocarcinoma
FAT4	associated_with	gastric linitis plastica
FAT4	associated_with	gastric carcinoma
EPHX3	associated_with	gastric cancer
EPHX3	associated_with	gastric neoplasm
EPHX3	associated_with	diffuse gastric adenocarcinoma
EPHX3	associated_with	gastric linitis plastica
EPHX3	associated_with	gastric carcinoma
PUS1	associated_with	gastric cancer
PUS1	associated_with	gastric neoplasm
PUS1	associated_with	diffuse gastric adenocarcinoma
PUS1	associated_with	gastric linitis plastica
PUS1	associated_with	gastric carcinoma
ULBP2	associated_with	gastric cancer
ULBP2	associated_with	gastric neoplasm
ULBP2	associated_with	diffuse gastric adenocarcinoma
ULBP2	associated_with	gastric linitis plastica
ULBP2	associated_with	gastric carcinoma
URM1	associated_with	gastric cancer
URM1	associated_with	gastric neoplasm
URM1	associated_with	diffuse gastric adenocarcinoma
URM1	associated_with	gastric linitis plastica
URM1	associated_with	gastric carcinoma
REG4	associated_with	gastric cancer
REG4	associated_with	gastric neoplasm
REG4	associated_with	diffuse gastric adenocarcinoma
REG4	associated_with	gastric linitis plastica
REG4	associated_with	gastric carcinoma
ARFGAP2	associated_with	gastric cancer
ARFGAP2	associated_with	gastric neoplasm
ARFGAP2	associated_with	diffuse gastric adenocarcinoma
ARFGAP2	associated_with	gastric linitis plastica
ARFGAP2	associated_with	gastric carcinoma
ZNF559	associated_with	gastric cancer
ZNF559	associated_with	gastric neoplasm
ZNF559	associated_with	diffuse gastric adenocarcinoma
ZNF559	associated_with	gastric linitis plastica
ZNF559	associated_with	gastric carcinoma
KISS1R	associated_with	gastric cancer
KISS1R	associated_with	gastric neoplasm
KISS1R	associated_with	diffuse gastric adenocarcinoma
KISS1R	associated_with	gastric linitis plastica
KISS1R	associated_with	gastric carcinoma
SPZ1	associated_with	gastric cancer
SPZ1	associated_with	gastric neoplasm
SPZ1	associated_with	diffuse gastric adenocarcinoma
SPZ1	associated_with	gastric linitis plastica
SPZ1	associated_with	gastric carcinoma
TUBA1C	associated_with	gastric cancer
TUBA1C	associated_with	gastric neoplasm
TUBA1C	associated_with	diffuse gastric adenocarcinoma
TUBA1C	associated_with	gastric linitis plastica
TUBA1C	associated_with	gastric carcinoma
MIR22HG	associated_with	gastric cancer
MIR22HG	associated_with	gastric neoplasm
MIR22HG	associated_with	diffuse gastric adenocarcinoma
MIR22HG	associated_with	gastric linitis plastica
MIR22HG	associated_with	gastric carcinoma
ZNF160	associated_with	gastric cancer
ZNF160	associated_with	gastric neoplasm
ZNF160	associated_with	diffuse gastric adenocarcinoma
ZNF160	associated_with	gastric linitis plastica
ZNF160	associated_with	gastric carcinoma
LRRC3B	associated_with	gastric cancer
LRRC3B	associated_with	gastric neoplasm
LRRC3B	associated_with	diffuse gastric adenocarcinoma
LRRC3B	associated_with	gastric linitis plastica
LRRC3B	associated_with	gastric carcinoma
MBD3L2	associated_with	gastric cancer
MBD3L2	associated_with	gastric neoplasm
MBD3L2	associated_with	diffuse gastric adenocarcinoma
MBD3L2	associated_with	gastric linitis plastica
MBD3L2	associated_with	gastric carcinoma
DCBLD2	associated_with	gastric cancer
DCBLD2	associated_with	gastric neoplasm
DCBLD2	associated_with	diffuse gastric adenocarcinoma
DCBLD2	associated_with	gastric linitis plastica
DCBLD2	associated_with	gastric carcinoma
ATP6V0D2	associated_with	gastric cancer
ATP6V0D2	associated_with	gastric neoplasm
ATP6V0D2	associated_with	diffuse gastric adenocarcinoma
ATP6V0D2	associated_with	gastric linitis plastica
ATP6V0D2	associated_with	gastric carcinoma
PRR5-ARHGAP8	associated_with	gastric cancer
PRR5-ARHGAP8	associated_with	gastric neoplasm
PRR5-ARHGAP8	associated_with	diffuse gastric adenocarcinoma
PRR5-ARHGAP8	associated_with	gastric linitis plastica
PRR5-ARHGAP8	associated_with	gastric carcinoma
HOTAIR	associated_with	gastric cancer
HOTAIR	associated_with	gastric neoplasm
HOTAIR	associated_with	diffuse gastric adenocarcinoma
HOTAIR	associated_with	gastric linitis plastica
HOTAIR	associated_with	gastric carcinoma
ZNF667-AS1	associated_with	gastric cancer
ZNF667-AS1	associated_with	gastric neoplasm
ZNF667-AS1	associated_with	diffuse gastric adenocarcinoma
ZNF667-AS1	associated_with	gastric linitis plastica
ZNF667-AS1	associated_with	gastric carcinoma
CCAT1	associated_with	gastric cancer
CCAT1	associated_with	gastric neoplasm
CCAT1	associated_with	diffuse gastric adenocarcinoma
CCAT1	associated_with	gastric linitis plastica
CCAT1	associated_with	gastric carcinoma
CTNNA1	associated_with	diffuse gastric adenocarcinoma
CTNNA1	associated_with	gastric neoplasm
MAP3K6	associated_with	diffuse gastric adenocarcinoma
MAP3K6	associated_with	gastric neoplasm
ACTG1	associated_with	osteoporosis
ADCY5	associated_with	osteoporosis
ANXA2	associated_with	osteoporosis
ATIC	associated_with	osteoporosis
CA2	associated_with	osteoporosis
CALCR	associated_with	osteoporosis
COL1A1	associated_with	osteoporosis
COL1A2	associated_with	osteoporosis
CYP19A1	associated_with	osteoporosis
CYP24A1	associated_with	osteoporosis
ENO1	associated_with	osteoporosis
FGA	associated_with	osteoporosis
FGB	associated_with	osteoporosis
GAPDH	associated_with	osteoporosis
GPD2	associated_with	osteoporosis
GPX1	associated_with	osteoporosis
GSN	associated_with	osteoporosis
IDH2	associated_with	osteoporosis
IL6	associated_with	osteoporosis
IL6R	associated_with	osteoporosis
LRP5	associated_with	osteoporosis
LTF	associated_with	osteoporosis
PNP	associated_with	osteoporosis
TNFRSF11B	associated_with	osteoporosis
OXCT1	associated_with	osteoporosis
P4HB	associated_with	osteoporosis
PKM	associated_with	osteoporosis
PLEK	associated_with	osteoporosis
POMC	associated_with	osteoporosis
PSMA2	associated_with	osteoporosis
PSMA5	associated_with	osteoporosis
PTH	associated_with	osteoporosis
REN	associated_with	osteoporosis
RSU1	associated_with	osteoporosis
CLEC11A	associated_with	osteoporosis
SOD2	associated_with	osteoporosis
TGFB1	associated_with	osteoporosis
TLN1	associated_with	osteoporosis
TPI1	associated_with	osteoporosis
TPM4	associated_with	osteoporosis
U2AF1	associated_with	osteoporosis
VCL	associated_with	osteoporosis
VDR	associated_with	osteoporosis
WNT1	associated_with	osteoporosis
PDLIM4	associated_with	osteoporosis
TNFSF11	associated_with	osteoporosis
KL	associated_with	osteoporosis
WDR1	associated_with	osteoporosis
GPC6	associated_with	osteoporosis
TUBA1B	associated_with	osteoporosis
CAP1	associated_with	osteoporosis
CCT2	associated_with	osteoporosis
PRDX3	associated_with	osteoporosis
PARK7	associated_with	osteoporosis
MGLL	associated_with	osteoporosis
DAAM2	associated_with	osteoporosis
PGLS	associated_with	osteoporosis
ZDHHC13	associated_with	osteoporosis
GORAB	associated_with	osteoporosis
ANTXR2	associated_with	osteoporosis
RAB7B	associated_with	osteoporosis
ACTG1	associated_with	epilepsy
ADRA2A	associated_with	epilepsy
ALB	associated_with	epilepsy
ASTN1	associated_with	epilepsy
CACNB4	associated_with	epilepsy
CHD2	associated_with	epilepsy
CHRM2	associated_with	epilepsy
DDX3X	associated_with	epilepsy
DNM1	associated_with	epilepsy
DYRK1A	associated_with	epilepsy
EEF1A2	associated_with	epilepsy
EIF2S3	associated_with	epilepsy
ERN1	associated_with	epilepsy
FGFR3	associated_with	epilepsy
FLNA	associated_with	epilepsy
FOLR1	associated_with	epilepsy
