head	relation	tail
Caffeine	indication	nasopharyngitis
Glycine	indication	nasopharyngitis
Scopolamine	indication	nasopharyngitis
Terfenadine	indication	nasopharyngitis
Acetylsalicylic acid	indication	common cold
Acetylsalicylic acid	indication	nasopharyngitis
Carbinoxamine	indication	nasopharyngitis
Triprolidine	indication	nasopharyngitis
Doxylamine	indication	nasopharyngitis
Hydromorphone	indication	common cold
Hydromorphone	indication	nasopharyngitis
Azatadine	indication	nasopharyngitis
Epoprostenol	indication	nasopharyngitis
Phenylpropanolamine	indication	nasopharyngitis
Methscopolamine	indication	nasopharyngitis
Chlorpheniramine	indication	nasopharyngitis
Dextromethorphan	indication	nasopharyngitis
Hydrocodone	indication	nasopharyngitis
Bromodiphenhydramine	indication	nasopharyngitis
Tramazoline	indication	nasopharyngitis
Acetaminophen	indication	common cold
Acetaminophen	indication	nasopharyngitis
Desloratadine	indication	nasopharyngitis
Oxazepam	indication	alcohol withdrawal delirium
Chlordiazepoxide	indication	alcohol withdrawal delirium
Diazepam	indication	alcohol withdrawal delirium
Lomustine	indication	brain cancer
Lomustine	indication	brain neoplasm
Desmopressin	indication	hereditary von Willebrand disease
Desmopressin	indication	von Willebrand disease (hereditary or acquired)
Desmopressin	indication	von Willebrand disease
Vonicog Alfa	indication	hereditary von Willebrand disease
Vonicog Alfa	indication	von Willebrand disease (hereditary or acquired)
Vonicog Alfa	indication	von Willebrand disease
Von Willebrand Factor Human	indication	hereditary von Willebrand disease
Von Willebrand Factor Human	indication	von Willebrand disease (hereditary or acquired)
Von Willebrand Factor Human	indication	von Willebrand disease
Guaifenesin	indication	headache disorder
Pseudoephedrine	indication	headache disorder
Pheniramine	indication	headache disorder
Codeine	indication	headache disorder
Salicylamide	indication	headache disorder
Phenylephrine	indication	headache disorder
Caffeine	indication	headache disorder
Lithium carbonate	indication	headache disorder
Dexibuprofen	indication	headache disorder
Acetylsalicylic acid	indication	headache disorder
Ephedrine	indication	headache disorder
Naproxen	indication	headache disorder
Ibuprofen	indication	headache disorder
Dextromethorphan	indication	headache disorder
Acetaminophen	indication	headache disorder
Nafamostat	indication	cystic fibrosis
Mannitol	indication	cystic fibrosis
Elexacaftor	indication	cystic fibrosis
Dornase alfa	indication	cystic fibrosis
Alipogene tiparvovec	indication	familial lipoprotein lipase deficiency
Alipogene tiparvovec	indication	familial apolipoprotein C-II deficiency
Alipogene tiparvovec	indication	chylomicron retention disease
Alipogene tiparvovec	indication	familial chylomicronemia syndrome
Osilodrostat	indication	Cushing disease due to pituitary adenoma
Osilodrostat	indication	ACTH-dependent Cushing syndrome
Osilodrostat	indication	Cushing syndrome
Cefprozil	indication	respiratory tract infectious disease
Phenoxymethylpenicillin	indication	respiratory tract infectious disease
Phenoxymethylpenicillin	indication	common cold
Cefixime	indication	respiratory tract infectious disease
Cefixime	indication	common cold
Loracarbef	indication	common cold
Cefradine	indication	common cold
Cefprozil	indication	staphylococcus aureus infection
Cefprozil	indication	staphylococcal infection
Cefdinir	indication	staphylococcus aureus infection
Cefdinir	indication	staphylococcal infection
Tazobactam	indication	staphylococcus aureus infection
Tazobactam	indication	staphylococcal infection
Cefepime	indication	staphylococcus aureus infection
Cefepime	indication	staphylococcal infection
Phenoxymethylpenicillin	indication	staphylococcus aureus infection
Phenoxymethylpenicillin	indication	staphylococcal infection
Ciprofloxacin	indication	staphylococcus aureus infection
Azithromycin	indication	staphylococcus aureus infection
Azithromycin	indication	staphylococcal infection
Ofloxacin	indication	staphylococcus aureus infection
Ofloxacin	indication	staphylococcal infection
Clarithromycin	indication	staphylococcus aureus infection
Clarithromycin	indication	staphylococcal infection
Ceftazidime	indication	staphylococcus aureus infection
Ceftazidime	indication	staphylococcal infection
Norfloxacin	indication	staphylococcal infection
Fusidic acid	indication	staphylococcus aureus infection
Fusidic acid	indication	staphylococcal infection
Cefotetan	indication	staphylococcus aureus infection
Cefotetan	indication	staphylococcal infection
Ampicillin	indication	staphylococcus aureus infection
Ceftizoxime	indication	staphylococcus aureus infection
Ceftizoxime	indication	staphylococcal infection
Sulbactam	indication	staphylococcus aureus infection
Oxacillin	indication	staphylococcus aureus infection
Oxacillin	indication	staphylococcal infection
Dirithromycin	indication	staphylococcus aureus infection
Dirithromycin	indication	staphylococcal infection
Cefonicid	indication	staphylococcus aureus infection
Cefonicid	indication	staphylococcal infection
Cloxacillin	indication	staphylococcus aureus infection
Cloxacillin	indication	staphylococcal infection
Benzylpenicillin	indication	staphylococcus aureus infection
Benzylpenicillin	indication	staphylococcal infection
Clavulanic acid	indication	staphylococcus aureus infection
Clavulanic acid	indication	staphylococcal infection
Cefuroxime	indication	staphylococcus aureus infection
Cefuroxime	indication	staphylococcal infection
Procaine benzylpenicillin	indication	staphylococcus aureus infection
Procaine benzylpenicillin	indication	staphylococcal infection
Cefaclor	indication	staphylococcus aureus infection
Cefaclor	indication	staphylococcal infection
Cefadroxil	indication	staphylococcus aureus infection
Cefradine	indication	staphylococcus aureus infection
Cefoxitin	indication	staphylococcus aureus infection
Cefoxitin	indication	staphylococcal infection
Ticarcillin	indication	staphylococcus aureus infection
Ticarcillin	indication	staphylococcal infection
Cefamandole	indication	staphylococcus aureus infection
Cefamandole	indication	staphylococcal infection
Tobramycin	indication	staphylococcus aureus infection
Tobramycin	indication	staphylococcal infection
Dicloxacillin	indication	staphylococcal infection
Amoxicillin	indication	staphylococcus aureus infection
Amoxicillin	indication	staphylococcal infection
Cefapirin	indication	staphylococcus aureus infection
Meclocycline	indication	staphylococcus aureus infection
Meclocycline	indication	staphylococcal infection
Clindamycin	indication	staphylococcal infection
Linezolid	indication	staphylococcus aureus infection
Linezolid	indication	staphylococcal infection
Cephalexin	indication	staphylococcus aureus infection
Moxifloxacin	indication	staphylococcus aureus infection
Moxifloxacin	indication	staphylococcal infection
Nafcillin	indication	staphylococcus aureus infection
Nafcillin	indication	staphylococcal infection
Vancomycin	indication	staphylococcus aureus infection
Vancomycin	indication	staphylococcal infection
Demeclocycline	indication	staphylococcus aureus infection
Demeclocycline	indication	staphylococcal infection
Erythromycin	indication	staphylococcal infection
Gatifloxacin	indication	staphylococcus aureus infection
Gatifloxacin	indication	staphylococcal infection
Levofloxacin	indication	staphylococcus aureus infection
Milnacipran	indication	fibromyalgia
Milnacipran	indication	myofascial pain syndrome
Pregabalin	indication	fibromyalgia
Pregabalin	indication	myofascial pain syndrome
Duloxetine	indication	fibromyalgia
Duloxetine	indication	myofascial pain syndrome
Amlexanox	indication	aphthous stomatitis
Amlexanox	indication	canker sore
Hydrocortisone	indication	aphthous stomatitis
Hydrocortisone	indication	canker sore
Cortisone acetate	indication	aphthous stomatitis
Cortisone acetate	indication	canker sore
Triamcinolone	indication	aphthous stomatitis
Triamcinolone	indication	canker sore
Omoconazole	indication	cutaneous candidiasis
Ketoconazole	indication	cutaneous candidiasis
Econazole	indication	cutaneous candidiasis
Clotrimazole	indication	cutaneous candidiasis
Miconazole	indication	cutaneous candidiasis
Nystatin	indication	cutaneous candidiasis
Amphotericin B	indication	cutaneous candidiasis
Zinc oxide	indication	cutaneous candidiasis
Triamcinolone	indication	cutaneous candidiasis
Prednisolone	indication	keratitis
Prednisolone	indication	keratoconjunctivitis
Hydrocortisone	indication	keratitis
Hydrocortisone	indication	keratoconjunctivitis
Cortisone acetate	indication	keratitis
Cortisone acetate	indication	keratoconjunctivitis
Hydrocortisone acetate	indication	keratoconjunctivitis
Dexamethasone	indication	keratitis
Dexamethasone	indication	keratoconjunctivitis
Bacitracin	indication	keratitis
Bacitracin	indication	keratoconjunctivitis
Loteprednol etabonate	indication	iritis (disease)
Prednisolone	indication	iritis (disease)
Hydrocortisone	indication	iritis (disease)
Cortisone acetate	indication	iritis (disease)
Fluorometholone	indication	iritis (disease)
Medrysone	indication	iritis (disease)
Ipratropium	indication	bronchial disease
Dyphylline	indication	bronchial disease
Levosalbutamol	indication	bronchial disease
Ephedrine	indication	bronchial disease
Salbutamol	indication	bronchial disease
Cholic Acid	indication	cholelithiasis
Cholic Acid	indication	cholecystolithiasis
Cholic Acid	indication	choledocholithiasis
Chenodeoxycholic acid	indication	cholelithiasis
Chenodeoxycholic acid	indication	cholecystolithiasis
Chenodeoxycholic acid	indication	choledocholithiasis
Ursodeoxycholic acid	indication	cholelithiasis
Ursodeoxycholic acid	indication	cholecystolithiasis
Ursodeoxycholic acid	indication	choledocholithiasis
Loteprednol etabonate	indication	iridocyclitis (disease)
Fusidic acid	indication	iridocyclitis (disease)
Dexamethasone	indication	iridocyclitis (disease)
Tobramycin	indication	iridocyclitis (disease)
Doripenem	indication	cholecystitis
Doripenem	indication	low phospholipid associated cholelithiasis
Homatropine	indication	biliary tract disease
Homatropine	indication	obstructive jaundice
Cholic Acid	indication	biliary tract disease
Cholic Acid	indication	obstructive jaundice
Dehydrocholic acid	indication	biliary tract disease
Dehydrocholic acid	indication	obstructive jaundice
Phenyltoloxamine	indication	familial dermatographia
Mepyramine	indication	familial dermatographia
Tripelennamine	indication	familial dermatographia
Methapyrilene	indication	familial dermatographia
Antazoline	indication	familial dermatographia
Pheniramine	indication	familial dermatographia
Alimemazine	indication	familial dermatographia
Hydroxyzine	indication	familial dermatographia
Carbinoxamine	indication	familial dermatographia
Triprolidine	indication	familial dermatographia
Doxylamine	indication	familial dermatographia
Dexchlorpheniramine	indication	familial dermatographia
Methdilazine	indication	familial dermatographia
Clemastine	indication	familial dermatographia
Diphenylpyraline	indication	familial dermatographia
Dexbrompheniramine	indication	familial dermatographia
Cyproheptadine	indication	familial dermatographia
Phenyltoloxamine	indication	urticaria (disease)
Phenyltoloxamine	indication	angioedema
Mepyramine	indication	urticaria (disease)
Mepyramine	indication	angioedema
Tripelennamine	indication	urticaria (disease)
Methapyrilene	indication	urticaria (disease)
Methapyrilene	indication	angioedema
Antazoline	indication	urticaria (disease)
Antazoline	indication	angioedema
Emedastine	indication	urticaria (disease)
Emedastine	indication	angioedema
Brompheniramine	indication	urticaria (disease)
Brompheniramine	indication	angioedema
Pheniramine	indication	urticaria (disease)
Pheniramine	indication	angioedema
Alimemazine	indication	urticaria (disease)
Phenindamine	indication	urticaria (disease)
Phenindamine	indication	angioedema
Hydroxyzine	indication	urticaria (disease)
Hydroxyzine	indication	angioedema
Promethazine	indication	urticaria (disease)
Promethazine	indication	angioedema
Promazine	indication	urticaria (disease)
Bamipine	indication	urticaria (disease)
Bamipine	indication	angioedema
Carbinoxamine	indication	urticaria (disease)
Carbinoxamine	indication	angioedema
Triprolidine	indication	urticaria (disease)
Triprolidine	indication	angioedema
Doxylamine	indication	urticaria (disease)
Doxylamine	indication	angioedema
Azatadine	indication	urticaria (disease)
Azatadine	indication	angioedema
Dexchlorpheniramine	indication	urticaria (disease)
Dexchlorpheniramine	indication	angioedema
Bilastine	indication	urticaria (disease)
Bilastine	indication	angioedema
Methdilazine	indication	urticaria (disease)
Rupatadine	indication	urticaria (disease)
Rupatadine	indication	angioedema
Clemastine	indication	urticaria (disease)
Diphenylpyraline	indication	urticaria (disease)
Chlorpheniramine	indication	urticaria (disease)
Chlorpheniramine	indication	angioedema
Dexbrompheniramine	indication	urticaria (disease)
Cyproheptadine	indication	urticaria (disease)
Cyproheptadine	indication	angioedema
Caffeine	indication	obsolete vascular headache
Dihydroergotamine	indication	obsolete vascular headache
Phenobarbital	indication	obsolete vascular headache
Ergotamine	indication	obsolete vascular headache
Cefdinir	indication	streptococcal pneumonia
Cefepime	indication	streptococcal pneumonia
Ciprofloxacin	indication	streptococcal pneumonia
Azithromycin	indication	streptococcal pneumonia
Ofloxacin	indication	streptococcal pneumonia
Cilastatin	indication	streptococcal pneumonia
Clarithromycin	indication	streptococcal pneumonia
Loracarbef	indication	streptococcal pneumonia
Ceftriaxone	indication	streptococcal pneumonia
Ceftazidime	indication	streptococcal pneumonia
Cefotetan	indication	streptococcal pneumonia
Ampicillin	indication	streptococcal pneumonia
Ceftizoxime	indication	streptococcal pneumonia
Cefotaxime	indication	streptococcal pneumonia
Dirithromycin	indication	streptococcal pneumonia
Benzylpenicillin	indication	streptococcal pneumonia
Clavulanic acid	indication	streptococcal pneumonia
Cefmetazole	indication	streptococcal pneumonia
Cefuroxime	indication	streptococcal pneumonia
Cefaclor	indication	streptococcal pneumonia
Oleandomycin	indication	streptococcal pneumonia
Cefradine	indication	streptococcal pneumonia
Cefoxitin	indication	streptococcal pneumonia
Cefamandole	indication	streptococcal pneumonia
Troleandomycin	indication	streptococcal pneumonia
Amoxicillin	indication	streptococcal pneumonia
Cefazolin	indication	streptococcal pneumonia
Tigecycline	indication	streptococcal pneumonia
Cefapirin	indication	streptococcal pneumonia
Telithromycin	indication	streptococcal pneumonia
Clindamycin	indication	streptococcal pneumonia
Gemifloxacin	indication	streptococcal pneumonia
Cephalexin	indication	streptococcal pneumonia
Ertapenem	indication	streptococcal pneumonia
Cefalotin	indication	streptococcal pneumonia
Moxifloxacin	indication	streptococcal pneumonia
Trovafloxacin	indication	streptococcal pneumonia
Alatrofloxacin	indication	streptococcal pneumonia
Grepafloxacin	indication	streptococcal pneumonia
Erythromycin	indication	streptococcal pneumonia
Gatifloxacin	indication	streptococcal pneumonia
Sparfloxacin	indication	streptococcal pneumonia
Lefamulin	indication	streptococcal pneumonia
Levofloxacin	indication	streptococcal pneumonia
Letermovir	indication	cytomegalovirus infection
Ciprofloxacin	indication	dysentery
Ciprofloxacin	indication	diarrheal disease
Ciprofloxacin	indication	infectious diarrheal disease
Ciprofloxacin	indication	intestinal infectious disease
Ofloxacin	indication	dysentery
Ofloxacin	indication	diarrheal disease
Ofloxacin	indication	infectious diarrheal disease
Ofloxacin	indication	intestinal infectious disease
Norfloxacin	indication	diarrheal disease
Norfloxacin	indication	infectious diarrheal disease
Norfloxacin	indication	intestinal infectious disease
Ampicillin	indication	dysentery
Ampicillin	indication	diarrheal disease
Ampicillin	indication	infectious diarrheal disease
Ampicillin	indication	intestinal infectious disease
Ciprofloxacin	indication	shigellosis
Ofloxacin	indication	shigellosis
Trimethoprim	indication	shigellosis
Sulfamethoxazole	indication	shigellosis
Norfloxacin	indication	shigellosis
Ampicillin	indication	shigellosis
Sulfamethizole	indication	shigellosis
Rilonacept	indication	cryopyrin-associated periodic syndrome
Anakinra	indication	cryopyrin-associated periodic syndrome
Canakinumab	indication	systemic-onset juvenile idiopathic arthritis
Canakinumab	indication	juvenile idiopathic arthritis
Canakinumab	indication	mevalonic aciduria
Canakinumab	indication	mevalonate kinase deficiency
Canakinumab	indication	familial Mediterranean fever
Canakinumab	indication	autosomal recessive familial Mediterranean fever
Colchicine	indication	autosomal recessive familial Mediterranean fever
Canakinumab	indication	autosomal dominant familial periodic fever
Metacycline	indication	intestinal infectious disease
Mosapramine	indication	schizophrenia
Perazine	indication	schizophrenia
Cariprazine	indication	schizophrenia
Molindone	indication	schizophrenia
Fluphenazine	indication	schizophrenia
Asenapine	indication	schizophrenia
Promazine	indication	schizophrenia
Perphenazine	indication	schizophrenia
Prochlorperazine	indication	schizophrenia
Mesoridazine	indication	schizophrenia
Zuclopenthixol	indication	schizophrenia
Chlorpromazine	indication	schizophrenia
Lurasidone	indication	schizophrenia
Thiothixene	indication	schizophrenia
Lumateperone	indication	schizophrenia
Flupentixol	indication	schizophrenia
Loxapine	indication	schizophrenia
Fluspirilene	indication	schizophrenia
Sulpiride	indication	schizophrenia
Oxypertine	indication	schizophrenia
Perospirone	indication	schizophrenia
Ziprasidone	indication	schizophrenia
Iloperidone	indication	schizophrenia
Blonanserin	indication	schizophrenia
Olanzapine	indication	schizophrenia
Aripiprazole	indication	schizophrenia
Aripiprazole lauroxil	indication	schizophrenia
Trifluoperazine	indication	schizophrenia
Chlorprothixene	indication	schizophrenia
Sertindole	indication	schizophrenia
Risperidone	indication	schizophrenia
Cenobamate	indication	partial motor epilepsy
Phenytoin	indication	partial motor epilepsy
Mephenytoin	indication	partial epilepsy
Mephenytoin	indication	partial motor epilepsy
Perampanel	indication	partial epilepsy
Perampanel	indication	partial motor epilepsy
Brivaracetam	indication	partial motor epilepsy
Carbamazepine	indication	partial motor epilepsy
Oxcarbazepine	indication	partial motor epilepsy
Eslicarbazepine acetate	indication	partial epilepsy
Eslicarbazepine acetate	indication	partial motor epilepsy
Primidone	indication	partial motor epilepsy
Terbinafine	indication	tinea unguium
Ciclopirox	indication	tinea unguium
Tavaborole	indication	tinea unguium
Efinaconazole	indication	tinea unguium
Griseofulvin	indication	tinea unguium
Terbinafine	indication	pityriasis versicolor
Selenium Sulfide	indication	pityriasis versicolor
Omoconazole	indication	pityriasis versicolor
Ketoconazole	indication	pityriasis versicolor
Oxiconazole	indication	pityriasis versicolor
Sulconazole	indication	pityriasis versicolor
Urea	indication	pityriasis versicolor
Ciclopirox	indication	pityriasis versicolor
Econazole	indication	pityriasis versicolor
Tolnaftate	indication	pityriasis versicolor
Clotrimazole	indication	pityriasis versicolor
Miconazole	indication	pityriasis versicolor
Zinc oxide	indication	pityriasis versicolor
Butenafine	indication	pityriasis versicolor
Terbinafine	indication	dermatophytosis of groin and perianal area
Haloprogin	indication	dermatophytosis of groin and perianal area
Naftifine	indication	dermatophytosis of groin and perianal area
Ketoconazole	indication	dermatophytosis of groin and perianal area
Oxiconazole	indication	dermatophytosis of groin and perianal area
Sulconazole	indication	dermatophytosis of groin and perianal area
Cortisone acetate	indication	dermatophytosis of groin and perianal area
Betamethasone	indication	dermatophytosis of groin and perianal area
Ciclopirox	indication	dermatophytosis of groin and perianal area
Econazole	indication	dermatophytosis of groin and perianal area
Clotrimazole	indication	dermatophytosis of groin and perianal area
Miconazole	indication	dermatophytosis of groin and perianal area
Pramocaine	indication	dermatophytosis of groin and perianal area
Zinc oxide	indication	dermatophytosis of groin and perianal area
Clioquinol	indication	dermatophytosis of groin and perianal area
Griseofulvin	indication	dermatophytosis of groin and perianal area
Butenafine	indication	dermatophytosis of groin and perianal area
Posaconazole	indication	chromomycosis
Clomifene	indication	female infertility
Methotrexate	indication	bone osteosarcoma
Doxorubicin	indication	bone osteosarcoma
Ebastine	indication	idiopathic urticaria
Cetirizine	indication	idiopathic urticaria
Fexofenadine	indication	idiopathic urticaria
Loratadine	indication	idiopathic urticaria
Astemizole	indication	idiopathic urticaria
Terfenadine	indication	idiopathic urticaria
Omalizumab	indication	idiopathic urticaria
Levocetirizine	indication	idiopathic urticaria
Desloratadine	indication	idiopathic urticaria
Tinzaparin	indication	pulmonary embolism (disease)
Reviparin	indication	pulmonary embolism (disease)
Urokinase	indication	pulmonary embolism (disease)
Edoxaban	indication	pulmonary embolism (disease)
Acenocoumarol	indication	pulmonary embolism (disease)
Alteplase	indication	pulmonary embolism (disease)
Elosulfase alfa	indication	mucopolysaccharidosis
Fostamatinib	indication	thrombocytopenia due to immune destruction
Diazoxide	indication	pancreatic insulinoma
Diazoxide	indication	pancreatic insulin-producing neuroendocrine tumor
Polysorbate 80	indication	xerophthalmia
Povidone	indication	dry eye syndrome
Povidone	indication	xerophthalmia
Povidone K30	indication	dry eye syndrome
Povidone K30	indication	xerophthalmia
Polyvinyl alcohol	indication	dry eye syndrome
Cyclosporine	indication	dry eye syndrome
Cyclosporine	indication	xerophthalmia
Propylene glycol	indication	dry eye syndrome
Polyethylene glycol	indication	dry eye syndrome
Polyethylene glycol	indication	xerophthalmia
Polyethylene glycol 400	indication	dry eye syndrome
Polyethylene glycol 400	indication	xerophthalmia
Polyethylene glycol 300	indication	dry eye syndrome
Polyethylene glycol 300	indication	xerophthalmia
Polyethylene glycol 3500	indication	dry eye syndrome
Polyethylene glycol 3500	indication	xerophthalmia
Terbutaline	indication	dry eye syndrome
Terbutaline	indication	xerophthalmia
Lutein	indication	dry eye syndrome
Lutein	indication	xerophthalmia
Lifitegrast	indication	dry eye syndrome
Lifitegrast	indication	xerophthalmia
Cyclosporine	indication	Sjogren syndrome
Ranibizumab	indication	diabetic retinopathy
Ranibizumab	indication	diabetic cataract
Ardeparin	indication	disseminated intravascular coagulation
Ardeparin	indication	purpura fulminans
Ardeparin	indication	acquired purpura fulminans
Heparin	indication	disseminated intravascular coagulation
Heparin	indication	purpura fulminans
Heparin	indication	acquired purpura fulminans
Enoxaparin	indication	disseminated intravascular coagulation
Enoxaparin	indication	purpura fulminans
Enoxaparin	indication	acquired purpura fulminans
Adomiparin	indication	purpura fulminans
Adomiparin	indication	acquired purpura fulminans
Dalteparin	indication	disseminated intravascular coagulation
Dalteparin	indication	purpura fulminans
Dalteparin	indication	acquired purpura fulminans
Parnaparin	indication	disseminated intravascular coagulation
Parnaparin	indication	purpura fulminans
Parnaparin	indication	acquired purpura fulminans
Heparin, bovine	indication	disseminated intravascular coagulation
Heparin, bovine	indication	purpura fulminans
Heparin, bovine	indication	acquired purpura fulminans
Cilastatin	indication	subacute bacterial endocarditis
Ampicillin	indication	endocarditis
Ampicillin	indication	subacute bacterial endocarditis
Imipenem	indication	endocarditis
Imipenem	indication	subacute bacterial endocarditis
Benzylpenicillin	indication	endocarditis
Benzylpenicillin	indication	subacute bacterial endocarditis
Procaine benzylpenicillin	indication	endocarditis
Procaine benzylpenicillin	indication	subacute bacterial endocarditis
Metronidazole	indication	endocarditis
Metronidazole	indication	subacute bacterial endocarditis
Cefazolin	indication	endocarditis
Cefapirin	indication	endocarditis
Cefapirin	indication	subacute bacterial endocarditis
Vancomycin	indication	endocarditis
Vancomycin	indication	subacute bacterial endocarditis
Polidocanol	indication	varicose disease
Sodium tetradecyl sulfate	indication	varicose disease
Vigabatrin	indication	West syndrome
Vigabatrin	indication	developmental and epileptic encephalopathy
Collagenase clostridium histolyticum	indication	penile fibromatosis
Collagenase clostridium histolyticum	indication	balanitis xerotica obliterans
Benzoic acid	indication	Peyronie disease
Benzoic acid	indication	penile fibromatosis
Benzoic acid	indication	balanitis xerotica obliterans
Aminobenzoic acid	indication	Peyronie disease
Aminobenzoic acid	indication	penile fibromatosis
Aminobenzoic acid	indication	balanitis xerotica obliterans
Diethylcarbamazine	indication	elephantiasis
Diethylcarbamazine	indication	lymphedema
Diethylcarbamazine	indication	filarial elephantiasis
Diethylcarbamazine	indication	eosinophilic pneumonia
Diethylcarbamazine	indication	pulmonary eosinophilia
Reslizumab	indication	eosinophilic pneumonia
Reslizumab	indication	pulmonary eosinophilia
Mepolizumab	indication	eosinophilic pneumonia
Mepolizumab	indication	pulmonary eosinophilia
Benralizumab	indication	eosinophilic pneumonia
Benralizumab	indication	pulmonary eosinophilia
Diethylcarbamazine	indication	loiasis
Diethylcarbamazine	indication	filariasis
Diethylcarbamazine	indication	onchocerciasis
Ivermectin	indication	onchocerciasis
Moxidectin	indication	onchocerciasis
Epoprostenol	indication	pulmonary hypertension
Tadalafil	indication	pulmonary hypertension
Bosentan	indication	pulmonary hypertension
Nitric Oxide	indication	pulmonary hypertension
Gluconolactone	indication	bladder calculus
Gluconolactone	indication	stone in bladder diverticulum
Chloroquine	indication	Plasmodium ovale malaria
Hydroxychloroquine	indication	Plasmodium ovale malaria
Cholecalciferol	indication	obsolete vitamin D deficiency
Cholecalciferol	indication	osteomalacia (disease)
Cholecalciferol	indication	rickets (disease)
Ergocalciferol	indication	obsolete vitamin D deficiency
Ergocalciferol	indication	rickets (disease)
Tiludronic acid	indication	bone Paget disease
Tiludronic acid	indication	juvenile Paget disease
Alendronic acid	indication	bone Paget disease
Alendronic acid	indication	juvenile Paget disease
Salmon calcitonin	indication	bone Paget disease
Salmon calcitonin	indication	juvenile Paget disease
Pamidronic acid	indication	bone Paget disease
Pamidronic acid	indication	juvenile Paget disease
Etidronic acid	indication	bone Paget disease
Etidronic acid	indication	juvenile Paget disease
Zoledronic acid	indication	bone Paget disease
Risedronic acid	indication	juvenile Paget disease
Minocycline	indication	periodontitis
Aceclofenac	indication	osteoarthritis susceptibility
Aceclofenac	indication	osteoarthritis
Aceclofenac	indication	arthropathy
Meloxicam	indication	osteoarthritis susceptibility
Meloxicam	indication	arthropathy
Salicylic acid	indication	osteoarthritis
Salicylic acid	indication	arthropathy
Choline magnesium trisalicylate	indication	osteoarthritis susceptibility
Choline magnesium trisalicylate	indication	osteoarthritis
Choline magnesium trisalicylate	indication	arthropathy
Meclofenamic acid	indication	osteoarthritis susceptibility
Meclofenamic acid	indication	osteoarthritis
Meclofenamic acid	indication	arthropathy
Felbinac	indication	osteoarthritis susceptibility
Felbinac	indication	osteoarthritis
Felbinac	indication	arthropathy
Proglumetacin	indication	osteoarthritis susceptibility
Proglumetacin	indication	osteoarthritis
Lithium carbonate	indication	osteoarthritis susceptibility
Lithium carbonate	indication	osteoarthritis
Lithium carbonate	indication	arthropathy
Salsalate	indication	osteoarthritis susceptibility
Salsalate	indication	osteoarthritis
Salsalate	indication	arthropathy
Indomethacin	indication	osteoarthritis susceptibility
Indomethacin	indication	osteoarthritis
Indomethacin	indication	arthropathy
Dexibuprofen	indication	osteoarthritis susceptibility
Dexibuprofen	indication	osteoarthritis
Dexibuprofen	indication	arthropathy
Flurbiprofen	indication	osteoarthritis susceptibility
Flurbiprofen	indication	osteoarthritis
Flurbiprofen	indication	arthropathy
Histamine	indication	osteoarthritis susceptibility
Histamine	indication	osteoarthritis
Acetylsalicylic acid	indication	osteoarthritis susceptibility
Acetylsalicylic acid	indication	osteoarthritis
Acetylsalicylic acid	indication	arthropathy
Nabumetone	indication	osteoarthritis susceptibility
Nabumetone	indication	osteoarthritis
Nabumetone	indication	arthropathy
Etodolac	indication	osteoarthritis susceptibility
Etodolac	indication	osteoarthritis
Etodolac	indication	arthropathy
Imrecoxib	indication	osteoarthritis susceptibility
Imrecoxib	indication	osteoarthritis
Imrecoxib	indication	arthropathy
Sulindac	indication	osteoarthritis
Sulindac	indication	arthropathy
Piroxicam	indication	osteoarthritis susceptibility
Piroxicam	indication	osteoarthritis
Piroxicam	indication	arthropathy
Oxaceprol	indication	osteoarthritis susceptibility
Oxaceprol	indication	osteoarthritis
Tiaprofenic acid	indication	osteoarthritis susceptibility
Tiaprofenic acid	indication	osteoarthritis
Tiaprofenic acid	indication	arthropathy
Etofenamate	indication	osteoarthritis susceptibility
Etofenamate	indication	osteoarthritis
Etofenamate	indication	arthropathy
Polmacoxib	indication	osteoarthritis susceptibility
Polmacoxib	indication	osteoarthritis
Polmacoxib	indication	arthropathy
Fenoprofen	indication	osteoarthritis
Fenoprofen	indication	arthropathy
Tramadol	indication	osteoarthritis susceptibility
Tramadol	indication	osteoarthritis
Tramadol	indication	arthropathy
Tolmetin	indication	osteoarthritis susceptibility
Tolmetin	indication	osteoarthritis
Tolmetin	indication	arthropathy
Diflunisal	indication	osteoarthritis susceptibility
Naproxen	indication	osteoarthritis susceptibility
Naproxen	indication	arthropathy
Lumiracoxib	indication	osteoarthritis susceptibility
Lumiracoxib	indication	arthropathy
Ketoprofen	indication	osteoarthritis susceptibility
Ketoprofen	indication	arthropathy
Oxaprozin	indication	osteoarthritis susceptibility
Oxaprozin	indication	osteoarthritis
Oxaprozin	indication	arthropathy
Magnesium salicylate	indication	osteoarthritis susceptibility
Magnesium salicylate	indication	osteoarthritis
Magnesium salicylate	indication	arthropathy
Celecoxib	indication	osteoarthritis susceptibility
Celecoxib	indication	arthropathy
Rofecoxib	indication	osteoarthritis susceptibility
Rofecoxib	indication	osteoarthritis
Rofecoxib	indication	arthropathy
Ibuprofen	indication	osteoarthritis susceptibility
Ibuprofen	indication	osteoarthritis
Ibuprofen	indication	arthropathy
Diclofenac	indication	osteoarthritis susceptibility
Diclofenac	indication	osteoarthritis
Diclofenac	indication	arthropathy
Azapropazone	indication	osteoarthritis
Azapropazone	indication	arthropathy
Aceclofenac	indication	frozen shoulder
Fluconazole	indication	oral candidiasis
Fluconazole	indication	candidiasis
Ketoconazole	indication	oral candidiasis
Ketoconazole	indication	candidiasis
