drug	disease	relation	source_scope	conflict_flag
Telithromycin	diarrheal disease	contraindication	overlap_with_setting_a	0
Magnesium lactate	diarrheal disease	contraindication	overlap_with_setting_a	0
Clindamycin	diarrheal disease	contraindication	overlap_with_setting_a	0
Nelfinavir	diarrheal disease	contraindication	overlap_with_setting_a	0
Magnesium trisilicate	diarrheal disease	contraindication	overlap_with_setting_a	0
Vorinostat	diarrheal disease	contraindication	overlap_with_setting_a	0
Cytarabine	diarrheal disease	contraindication	overlap_with_setting_a	0
Entacapone	diarrheal disease	contraindication	overlap_with_setting_a	0
Magnesium oxide	diarrheal disease	contraindication	overlap_with_setting_a	0
Magnesium hydroxide	diarrheal disease	contraindication	overlap_with_setting_a	0
Topotecan	diarrheal disease	contraindication	overlap_with_setting_a	0
Rivastigmine	diarrheal disease	contraindication	overlap_with_setting_a	0
Docetaxel	diarrheal disease	contraindication	overlap_with_setting_a	0
Ergotamine	diarrheal disease	contraindication	overlap_with_setting_a	0
Triethylenetetramine	diarrheal disease	contraindication	overlap_with_setting_a	0
Ceftibuten	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ceftibuten	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Meropenem	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Meropenem	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Benzoyl peroxide	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Benzoyl peroxide	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Guaifenesin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Guaifenesin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefprozil	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefprozil	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefdinir	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefdinir	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Diphenoxylate	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Diphenoxylate	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Metacycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Metacycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Mepyramine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Mepyramine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Pseudoephedrine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Pseudoephedrine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Tazobactam	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Tazobactam	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefepime	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefepime	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Phenoxymethylpenicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Phenoxymethylpenicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Brompheniramine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Brompheniramine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Pheniramine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Pheniramine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Benzatropine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Benzatropine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ciprofloxacin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ciprofloxacin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Azithromycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Azithromycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ofloxacin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ofloxacin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cilastatin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cilastatin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Chlorcyclizine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Chlorcyclizine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cyclizine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cyclizine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Clarithromycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Clarithromycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Rifaximin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Rifaximin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefixime	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefixime	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Oxytetracycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Oxytetracycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Aztreonam	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Aztreonam	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Potassium Iodide	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Potassium Iodide	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Codeine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Codeine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Trimethoprim	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Trimethoprim	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ceftriaxone	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ceftriaxone	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ceftazidime	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ceftazidime	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Sulfamethoxazole	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Sulfamethoxazole	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Norfloxacin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Norfloxacin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Fusidic acid	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Fusidic acid	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefotetan	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefotetan	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ampicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ampicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ceftizoxime	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ceftizoxime	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Sulbactam	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Sulbactam	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Oxacillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Oxacillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Salicylamide	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Salicylamide	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Imipenem	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Imipenem	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefotaxime	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefotaxime	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Dirithromycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Dirithromycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Rifapentine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Rifapentine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cloxacillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cloxacillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Benzylpenicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Benzylpenicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Meticillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Meticillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Tetracycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Tetracycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Phenylephrine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Phenylephrine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Clavulanic acid	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Clavulanic acid	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Caffeine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Caffeine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Probenecid	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Probenecid	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Doxycycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Doxycycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefuroxime	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefuroxime	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Procaine benzylpenicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Procaine benzylpenicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefaclor	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefaclor	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Mezlocillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Mezlocillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Biperiden	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Biperiden	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Bacampicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Bacampicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Methadyl acetate	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Methadyl acetate	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefadroxil	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefadroxil	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Triprolidine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Triprolidine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Carbenicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Carbenicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefradine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefradine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Telavancin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Telavancin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Azlocillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Azlocillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefoxitin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefoxitin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cyclacillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cyclacillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ticarcillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ticarcillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefamandole	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefamandole	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Tobramycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Tobramycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Dicloxacillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Dicloxacillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Tretinoin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Tretinoin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ephedrine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ephedrine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Difenoxin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Difenoxin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Amoxicillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Amoxicillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cefazolin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cefazolin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Fosfomycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Fosfomycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Tigecycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Tigecycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Meclocycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Meclocycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Telithromycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Telithromycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Clindamycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Clindamycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Gemifloxacin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Gemifloxacin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Linezolid	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Linezolid	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Cephalexin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Cephalexin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Lincomycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Lincomycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Ertapenem	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Ertapenem	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Moxifloxacin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Moxifloxacin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Bismuth subsalicylate	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Bismuth subsalicylate	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Doripenem	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Doripenem	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Nafcillin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Nafcillin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Sulfamethizole	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Sulfamethizole	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Amphotericin B	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Amphotericin B	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Lidocaine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Lidocaine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Chlorpheniramine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Chlorpheniramine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Sulfisoxazole	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Sulfisoxazole	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Demeclocycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Demeclocycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Quinupristin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Quinupristin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Bromodiphenhydramine	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Bromodiphenhydramine	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Erythromycin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Erythromycin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Dalfopristin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Dalfopristin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Colistin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Colistin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Lansoprazole	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Lansoprazole	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Minocycline	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Minocycline	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Levofloxacin	Clostridium difficile colitis	contraindication	overlap_with_setting_a	0
Levofloxacin	perinatal necrotizing enterocolitis	contraindication	overlap_with_setting_a	0
Dichlorophen	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Dichlorophen	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Diethylpropion	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Diethylpropion	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Amlodipine	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Chlorthalidone	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Chlorthalidone	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Acetazolamide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Acetazolamide	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Chlorothiazide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Hydrochlorothiazide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Methazolamide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Methazolamide	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Etretinate	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Etretinate	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Amcinonide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Amcinonide	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Reserpine	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Fenfluramine	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Fenfluramine	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Clonidine	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Clonidine	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Triamterene	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Dexfenfluramine	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Dexfenfluramine	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Halcinonide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Halcinonide	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Atenolol	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Atenolol	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Sulfamethizole	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Sulfamethizole	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Phenmetrazine	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Phenmetrazine	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Diclofenamide	type 2 diabetes mellitus	contraindication	overlap_with_setting_a	0
Diclofenamide	diabetes mellitus (disease)	contraindication	overlap_with_setting_a	0
Topiramate	ocular hypertension	contraindication	overlap_with_setting_a	0
Venlafaxine	ocular hypertension	contraindication	overlap_with_setting_a	0
Desvenlafaxine	ocular hypertension	contraindication	overlap_with_setting_a	0
Guaifenesin	ocular hypertension	contraindication	overlap_with_setting_a	0
Phenyltoloxamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Mepyramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Tripelennamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Methapyrilene	ocular hypertension	contraindication	overlap_with_setting_a	0
Antazoline	ocular hypertension	contraindication	overlap_with_setting_a	0
Pseudoephedrine	ocular hypertension	contraindication	overlap_with_setting_a	0
Guaiacol	ocular hypertension	contraindication	overlap_with_setting_a	0
Brompheniramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Pheniramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Mometasone furoate	ocular hypertension	contraindication	overlap_with_setting_a	0
Loteprednol etabonate	ocular hypertension	contraindication	overlap_with_setting_a	0
Chlorcyclizine	ocular hypertension	contraindication	overlap_with_setting_a	0
Cyclizine	ocular hypertension	contraindication	overlap_with_setting_a	0
Fluticasone propionate	ocular hypertension	contraindication	overlap_with_setting_a	0
Clofedanol	ocular hypertension	contraindication	overlap_with_setting_a	0
Pentoxyverine	ocular hypertension	contraindication	overlap_with_setting_a	0
Codeine	ocular hypertension	contraindication	overlap_with_setting_a	0
Trimipramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Formoterol	ocular hypertension	contraindication	overlap_with_setting_a	0
Fusidic acid	ocular hypertension	contraindication	overlap_with_setting_a	0
Sodium citrate	ocular hypertension	contraindication	overlap_with_setting_a	0
Salicylamide	ocular hypertension	contraindication	overlap_with_setting_a	0
Desonide	ocular hypertension	contraindication	overlap_with_setting_a	0
Ipratropium	ocular hypertension	contraindication	overlap_with_setting_a	0
Phenylephrine	ocular hypertension	contraindication	overlap_with_setting_a	0
Caffeine	ocular hypertension	contraindication	overlap_with_setting_a	0
Beclomethasone dipropionate	ocular hypertension	contraindication	overlap_with_setting_a	0
Dinoprost	ocular hypertension	contraindication	overlap_with_setting_a	0
Dimenhydrinate	ocular hypertension	contraindication	overlap_with_setting_a	0
Prednisolone acetate	ocular hypertension	contraindication	overlap_with_setting_a	0
Budesonide	ocular hypertension	contraindication	overlap_with_setting_a	0
Histamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Scopolamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Imipramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Prednisolone	ocular hypertension	contraindication	overlap_with_setting_a	0
Hydrocortisone	ocular hypertension	contraindication	overlap_with_setting_a	0
Cortisone acetate	ocular hypertension	contraindication	overlap_with_setting_a	0
Hydrocortisone acetate	ocular hypertension	contraindication	overlap_with_setting_a	0
Dexamethasone	ocular hypertension	contraindication	overlap_with_setting_a	0
Carbinoxamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Triprolidine	ocular hypertension	contraindication	overlap_with_setting_a	0
Doxylamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Protriptyline	ocular hypertension	contraindication	overlap_with_setting_a	0
Fluorometholone	ocular hypertension	contraindication	overlap_with_setting_a	0
Fluticasone furoate	ocular hypertension	contraindication	overlap_with_setting_a	0
Dinoprostone	ocular hypertension	contraindication	overlap_with_setting_a	0
Tobramycin	ocular hypertension	contraindication	overlap_with_setting_a	0
Amphetamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Ephedrine	ocular hypertension	contraindication	overlap_with_setting_a	0
Carbamazepine	ocular hypertension	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Deferasirox	ocular hypertension	contraindication	overlap_with_setting_a	0
Magnesium salicylate	ocular hypertension	contraindication	overlap_with_setting_a	0
Salbutamol	ocular hypertension	contraindication	overlap_with_setting_a	0
Ibuprofen	ocular hypertension	contraindication	overlap_with_setting_a	0
Clemastine	ocular hypertension	contraindication	overlap_with_setting_a	0
Tropicamide	ocular hypertension	contraindication	overlap_with_setting_a	0
Phenylpropanolamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Diphenylpyraline	ocular hypertension	contraindication	overlap_with_setting_a	0
Sulfacetamide	ocular hypertension	contraindication	overlap_with_setting_a	0
Bacitracin	ocular hypertension	contraindication	overlap_with_setting_a	0
Amoxapine	ocular hypertension	contraindication	overlap_with_setting_a	0
Methscopolamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Chlorpheniramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Dexbrompheniramine	ocular hypertension	contraindication	overlap_with_setting_a	0
Cyproheptadine	ocular hypertension	contraindication	overlap_with_setting_a	0
Ciclesonide	ocular hypertension	contraindication	overlap_with_setting_a	0
Dextromethorphan	ocular hypertension	contraindication	overlap_with_setting_a	0
Hydrocodone	ocular hypertension	contraindication	overlap_with_setting_a	0
Dihydrocodeine	ocular hypertension	contraindication	overlap_with_setting_a	0
Triamcinolone	ocular hypertension	contraindication	overlap_with_setting_a	0
Ammonium chloride	ocular hypertension	contraindication	overlap_with_setting_a	0
Maprotiline	ocular hypertension	contraindication	overlap_with_setting_a	0
Hyoscyamine	ocular hypertension	contraindication	overlap_with_setting_a	0
Topiramate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Benzocaine	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Pilocarpine	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Phylloquinone	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcium lactate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Pravastatin	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Famotidine	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Sodium fluoride	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Potassium chloride	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Melatonin	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Didanosine	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Vitamin A	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Cholecalciferol	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Dihydrotachysterol	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Alendronic acid	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Calcium acetate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Folic acid	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Chlorothiazide	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Hydrochlorothiazide	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Biotin	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Serine	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Glycine	acute urate nephropathy	contraindication	overlap_with_setting_a	0
Magnesium carbonate	acute urate nephropathy	contraindication	overlap_with_setting_a	0
